timestamp,MSE
1186.097,1020.29297
1186.148,995.09845
1186.198,940.5612
1186.251,885.60034
1186.298,856.2938
1186.348,843.85815
1186.397,866.87274
1186.447,868.2378
1186.498,820.01044
1186.548,777.8741
1186.597,760.0019
1186.651,765.19403
1186.698,773.1233
1186.748,770.3867
1186.798,759.2199
1186.848,738.62946
1186.897,728.7882
1186.947,722.6557
1187.0,723.54254
1187.049,716.6479
1187.098,694.18243
1187.146,676.92896
1187.197,663.87445
1187.248,669.3097
1187.298,675.4968
1187.347,684.2479
1187.404,701.7439
1187.45,712.8818
1187.499,718.2671
1187.547,703.89496
1187.596,677.91254
1187.648,652.1452
1187.697,642.93164
1187.748,635.9577
1187.799,639.0108
1187.85,647.57465
1187.897,652.45386
1187.947,650.1679
1187.996,646.5756
1188.046,637.27155
1188.098,630.78485
1188.146,614.36017
1188.199,616.2298
1188.249,616.8723
1188.312,627.85626
1188.347,634.97894
1188.397,643.072
1188.447,643.8621
1188.497,641.8728
1188.547,628.7044
1188.601,629.06256
1188.65,628.70325
1188.697,622.7419
1188.747,623.7409
1188.797,613.2371
1188.847,617.29224
1188.898,631.54974
1188.947,654.69
1188.999,644.2554
1189.049,634.6038
1189.096,647.3392
1189.148,652.1587
1189.196,664.1976
1189.248,664.9239
1189.298,658.5487
1189.35,656.496
1189.4,658.36786
1189.448,629.1493
1189.497,605.5901
1189.548,575.416
1189.596,515.4569
1189.646,472.31177
1189.696,464.90622
1189.751,492.11404
1189.799,503.87732
1189.848,506.23257
1189.898,525.8612
1189.947,534.72656
1189.996,543.27264
1190.047,550.3608
1190.096,543.5111
1190.147,536.2646
1190.202,536.20734
1190.247,516.1276
1190.298,502.69653
1190.348,472.77866
1190.397,453.95886
1190.446,484.4911
1190.498,492.02902
1190.55,511.2039
1190.599,529.0934
1190.648,538.6949
1190.696,546.12115
1190.747,544.54584
1190.796,543.46906
1190.846,534.83545
1190.897,509.34787
1190.95,503.37448
1190.999,505.58313
1191.047,517.4732
1191.098,542.8494
1191.147,542.88275
1191.196,534.7291
1191.248,537.00903
1191.298,552.2229
1191.354,556.48926
1191.398,566.8486
1191.448,573.4899
1191.496,572.4301
1191.547,570.0077
1191.596,569.6386
1191.646,546.453
1191.696,530.56726
1191.746,538.73895
1191.798,535.8278
1191.847,550.9064
1191.896,567.5431
1191.947,569.7408
1191.997,568.70825
1192.048,568.9927
1192.097,563.2831
1192.149,553.50867
1192.202,547.63
1192.248,526.1835
1192.298,518.7549
1192.347,505.92972
1192.397,501.43942
1192.447,500.87082
1192.497,515.06726
1192.552,521.45123
1192.598,531.43695
1192.647,544.01746
1192.698,559.8199
1192.747,549.6229
1192.798,555.02844
1192.847,560.1991
1192.902,545.7663
1192.952,550.04346
1192.998,547.29297
1193.047,548.7698
1193.098,546.2711
1193.146,543.14484
1193.198,543.2338
1193.246,544.56305
1193.3,543.5698
1193.353,533.20874
1193.398,533.5092
1193.448,532.1435
1193.496,536.80225
1193.547,532.41003
1193.6,531.60126
1193.652,524.612
1193.704,519.769
1193.751,523.96606
1193.801,523.0302
1193.85,522.6427
1193.898,521.43994
1193.95,523.15656
1193.998,521.1637
1194.05,517.17035
1194.104,518.0005
1194.152,517.97565
1194.201,518.8352
1194.251,513.6901
1194.296,510.40973
1194.347,511.9222
1194.397,511.67636
1194.447,511.89487
1194.503,511.9218
1194.551,514.4619
1194.598,512.6991
1194.647,513.07904
1194.697,515.9731
1194.747,517.7711
1194.802,516.7507
1194.847,515.79956
1194.904,516.3803
1194.952,518.3582
1195.0,518.8958
1195.05,522.7241
1195.097,522.886
1195.146,522.27124
1195.197,522.2871
1195.251,519.84467
1195.303,521.68097
1195.352,522.47253
1195.395,522.25275
1195.45,519.8393
1195.5,522.47473
1195.55,525.0401
1195.597,523.50665
1195.652,525.097
1195.702,526.23663
1195.751,529.44946
1195.8,530.0664
1195.849,531.6077
1195.9,528.60187
1195.95,529.27515
1196.001,530.23364
1196.05,530.2599
1196.101,533.05756
1196.15,536.7537
1196.2,541.2589
1196.249,543.18176
1196.296,542.9417
1196.35,541.01385
1196.402,544.2729
1196.453,549.86017
1196.502,552.1423
1196.549,554.1417
1196.601,557.52167
1196.65,555.93024
1196.7,561.1933
1196.749,562.15533
1196.803,561.99774
1196.845,563.1524
1196.901,565.04504
1196.95,567.4394
1196.999,565.86316
1197.05,564.6837
1197.1,562.7579
1197.148,564.0711
1197.202,565.14404
1197.252,566.9163
1197.301,560.355
1197.35,567.30426
1197.398,570.3746
1197.449,571.9391
1197.499,575.0532
1197.549,576.2625
1197.603,579.1868
1197.653,582.60236
1197.702,581.3482
1197.749,580.2335
1197.799,571.1973
1197.849,568.2932
1197.899,563.92065
1197.953,565.95215
1198.002,567.51276
1198.051,567.3345
1198.102,570.74774
1198.149,573.057
1198.2,579.856
1198.248,584.6778
1198.299,585.1118
1198.349,591.0312
1198.402,599.66925
1198.452,603.8484
1198.501,603.5405
1198.549,603.5731
1198.599,607.92175
1198.648,609.789
1198.698,608.24054
1198.751,605.56696
1198.801,600.9586
1198.853,596.88196
1198.901,594.1362
1198.95,587.1524
1198.999,575.69415
1199.048,569.3129
1199.1,565.6562
1199.148,561.3896
1199.201,556.7
1199.252,546.71594
1199.3,537.4466
1199.349,530.42566
1199.398,524.3603
1199.448,524.2837
1199.498,523.5318
1199.548,519.6196
1199.603,519.0972
1199.652,529.91473
1199.7,529.4712
1199.748,543.5012
1199.798,563.6398
1199.848,580.97766
1199.898,599.5036
1199.948,612.03284
1200.0,614.4401
1200.051,625.55414
1200.099,625.0375
1200.148,623.9315
1200.198,624.0565
1200.248,630.7087
1200.298,643.6211
1200.348,632.42535
1200.402,626.97687
1200.452,608.6906
1200.5,577.9708
1200.549,540.65106
1200.597,498.0413
1200.648,463.78976
1200.699,432.21948
1200.751,442.8303
1200.801,448.6195
1200.852,453.07034
1200.899,446.4194
1200.948,444.70688
1200.998,463.55646
1201.047,486.47482
1201.097,504.56985
1201.147,527.68585
1201.201,530.2806
1201.251,529.3839
1201.299,527.12634
1201.347,521.5407
1201.398,522.39105
1201.447,523.14417
1201.497,531.55206
1201.547,529.1347
1201.601,533.76526
1201.65,544.74774
1201.699,543.8827
1201.748,558.81964
1201.797,556.58936
1201.848,546.68506
1201.899,518.1766
1201.947,490.96698
1202.002,465.91837
1202.05,434.05038
1202.1,421.91446
1202.147,458.5787
1202.197,471.59882
1202.247,481.60062
1202.297,478.0825
1202.351,467.28268
1202.4,447.19525
1202.45,402.74487
1202.5,402.8312
1202.548,404.58817
1202.597,430.04376
1202.646,453.9303
1202.696,451.5304
1202.752,455.6677
1202.8,461.77734
1202.85,468.45496
1202.898,474.69177
1202.946,473.0938
1202.997,475.898
1203.046,478.36157
1203.098,474.5028
1203.146,487.37494
1203.2,492.63242
1203.25,485.08334
1203.298,445.10013
1203.348,422.307
1203.398,396.07007
1203.447,387.1658
1203.498,384.09116
1203.549,433.10495
1203.599,474.88297
1203.649,490.98132
1203.698,499.78787
1203.747,496.35565
1203.798,486.23996
1203.846,453.84744
1203.9,398.55484
1203.951,355.75552
1204.0,345.01324
1204.049,355.723
1204.097,386.9715
1204.148,396.09003
1204.198,399.65903
1204.248,417.33044
1204.301,437.2912
1204.346,444.42618
1204.4,454.041
1204.449,457.60837
1204.498,458.7783
1204.545,451.08667
1204.598,434.52948
1204.649,422.1465
1204.697,390.73254
1204.751,370.30222
1204.798,350.62546
1204.849,336.7104
1204.896,348.61853
1204.947,371.55722
1204.998,426.35025
1205.048,471.7654
1205.096,485.4683
1205.151,499.83002
1205.199,493.20297
1205.248,480.67133
1205.299,444.2198
1205.348,393.7295
1205.398,349.75092
1205.447,333.08456
1205.497,329.3599
1205.551,350.60367
1205.598,362.62347
1205.648,370.0637
1205.697,384.1354
1205.748,394.53323
1205.798,412.73978
1205.848,420.52856
1205.896,416.18472
1205.95,412.18005
1205.998,411.63132
1206.049,400.03003
1206.097,377.4735
1206.147,361.39746
1206.198,340.9557
1206.247,316.8782
1206.296,312.43442
1206.35,326.40286
1206.397,366.30334
1206.448,414.21445
1206.497,465.1562
1206.546,488.38318
1206.598,501.40182
1206.647,494.55832
1206.699,468.61465
1206.75,419.56842
1206.798,378.40292
1206.848,325.70267
1206.897,308.21112
1206.948,297.61017
1206.997,308.06018
1207.047,329.0178
1207.101,333.58893
1207.15,348.97134
1207.198,358.66913
1207.248,378.84357
1207.298,390.06458
1207.347,386.1041
1207.397,373.68832
1207.448,358.092
1207.499,338.2377
1207.549,320.3032
1207.598,303.56473
1207.647,280.88864
1207.696,261.55542
1207.747,271.4118
1207.797,294.22833
1207.852,341.21848
1207.901,400.9534
1207.948,436.24023
1207.998,468.96033
1208.046,481.0633
1208.097,484.6098
1208.164,470.9945
1208.198,441.38962
1208.247,388.87305
1208.299,353.5435
1208.35,331.03204
1208.398,318.41623
1208.447,310.43765
1208.498,326.8926
1208.546,326.46317
1208.598,331.03912
1208.65,330.42184
1208.7,338.3311
1208.748,346.2677
1208.815,353.76743
1208.848,354.07806
1208.898,346.17844
1208.948,328.93457
1208.998,321.17593
1209.051,305.804
1209.101,291.4036
1209.148,269.66962
1209.198,260.67038
1209.247,273.92172
