timestamp,MSE
22.509,256.08084
22.56,258.96637
22.609,255.3503
22.658,249.2571
22.709,247.95746
22.763,246.08528
22.81,251.31334
22.861,242.18558
22.91,242.80849
22.96,239.50768
23.011,244.22624
23.06,243.38545
23.108,242.93114
23.162,245.14131
23.211,242.33752
23.26,241.79466
23.308,249.2066
23.359,252.22711
23.409,243.82591
23.46,240.56337
23.511,239.97931
23.563,234.89276
23.611,242.80092
23.66,259.0319
23.709,256.155
23.759,249.39189
23.81,256.91406
23.861,257.12894
23.911,256.25912
23.962,259.31992
24.01,258.9625
24.06,258.67377
24.109,250.35568
24.159,264.93918
24.209,265.94742
24.259,261.66098
24.313,261.94308
24.364,261.11426
24.411,265.93372
24.461,268.39743
24.51,271.5315
24.562,266.67072
24.609,263.94193
24.661,284.73727
24.714,296.66583
24.765,298.62143
24.809,289.18863
24.86,287.61423
24.909,280.8645
24.959,279.0703
25.009,262.65707
25.063,259.86002
25.111,259.76627
25.163,255.29355
25.21,253.83905
25.26,257.43753
25.309,265.965
25.358,275.45648
25.41,279.85934
25.459,276.97177
25.511,273.67133
25.561,261.30844
25.609,248.9546
25.659,250.16536
25.709,268.0021
25.758,264.49356
25.809,271.2428
25.863,274.1793
25.912,287.9504
25.961,294.7449
26.009,300.78113
26.061,307.90118
26.109,311.13977
26.16,309.58868
26.208,309.1543
26.259,311.84048
26.313,311.79056
26.361,310.21268
26.409,290.7179
26.46,284.57883
26.51,279.36252
26.559,276.4824
26.609,287.19037
26.663,281.973
26.713,303.6229
26.761,329.56503
26.809,308.47287
26.859,284.6825
26.909,288.94095
26.961,305.18723
27.009,303.66754
27.062,304.57642
27.112,311.24222
27.16,311.41617
27.21,298.09134
27.259,307.12827
27.308,321.7226
27.359,293.6952
27.41,286.77307
27.463,318.27994
27.511,303.49323
27.56,287.1287
27.608,287.66827
27.659,297.56915
27.709,321.86682
27.759,322.16696
27.808,322.11075
27.863,309.71976
27.912,310.37146
27.96,287.20834
28.009,292.9018
28.059,325.1317
28.11,368.7319
28.161,391.97424
28.209,351.1244
28.262,298.97333
28.311,269.74524
28.359,234.49583
28.409,235.78668
28.459,245.29924
28.51,241.80113
28.56,242.44968
28.61,233.23601
28.663,228.2597
28.711,219.3902
28.761,239.85362
28.809,264.40997
28.86,352.6652
28.911,376.7589
28.961,410.73032
29.009,379.57388
29.062,349.34842
29.11,349.8937
29.159,336.70786
29.209,321.3207
29.26,318.2719
29.309,329.21753
29.36,345.11304
29.409,341.88376
29.462,359.1847
29.51,409.21423
29.56,406.2944
29.609,398.66855
29.659,350.66327
29.71,251.33163
29.76,209.74747
29.812,205.46182
29.862,230.1601
29.911,255.1757
29.96,257.05676
30.008,261.92264
30.06,269.26968
30.109,268.0321
30.16,257.64984
30.212,264.33582
30.264,247.98524
30.311,217.46373
30.359,248.05156
30.408,321.0639
30.457,378.01
30.51,406.32343
30.56,419.53268
30.612,434.2276
30.664,426.05057
30.711,389.36322
30.76,378.6154
30.809,364.0393
30.859,361.94604
30.909,378.98923
30.959,392.81418
31.015,433.08737
31.064,437.94687
31.111,399.4879
31.16,329.29507
31.21,240.02272
31.258,185.77853
31.308,206.16249
31.359,269.19574
31.416,269.91785
31.46,278.63647
31.51,280.63907
31.559,294.28867
31.608,290.19406
31.66,283.9073
31.709,265.74142
31.759,268.39468
31.811,288.02972
31.861,317.97757
31.91,270.9651
31.96,247.08652
32.01,250.3747
32.059,291.54813
32.109,335.12695
32.166,353.19943
32.213,338.5744
32.262,356.27246
32.312,365.9963
32.362,362.27206
32.412,372.269
32.465,396.31863
32.508,399.5468
32.566,383.2881
32.613,356.4496
32.662,312.87854
32.711,263.07605
32.761,199.29329
32.813,210.78874
32.864,246.58406
32.914,257.3781
32.966,252.39818
33.013,271.23068
33.062,286.05167
33.112,290.35
33.162,294.71576
33.208,308.3235
33.265,310.9672
33.314,310.01938
33.365,290.55682
33.414,254.22014
33.463,210.59196
33.512,190.037
33.562,212.08662
33.612,226.61101
33.664,251.03273
33.713,278.7161
33.764,313.2816
33.812,312.0983
33.862,308.8465
33.911,313.7644
33.962,312.72223
34.012,318.13687
34.065,343.00818
34.115,310.63907
34.164,263.4355
34.213,198.01979
34.261,202.21748
34.311,234.3139
34.363,268.50275
34.411,277.65347
34.464,265.44376
34.513,291.84732
34.564,288.51465
34.613,286.26678
34.661,282.6035
34.711,269.65042
34.762,269.22772
34.811,261.37396
34.863,255.70421
34.914,235.52553
34.964,203.92929
35.013,180.86589
35.061,198.72473
35.111,250.42824
35.161,288.09372
35.211,327.3842
35.265,340.58002
35.313,342.7264
35.364,340.27936
35.411,335.21017
35.461,308.25433
35.512,280.05466
35.561,252.2613
35.611,222.63828
35.664,202.9125
35.713,213.39493
35.764,244.71693
35.811,264.32898
35.861,296.33093
35.91,297.66425
35.961,293.4137
36.01,305.71036
36.062,303.3136
36.112,302.51556
36.164,301.41156
36.211,288.0267
36.262,290.6396
36.31,265.53903
36.36,259.57693
36.411,249.17668
36.463,235.0385
36.512,244.1792
36.563,262.85834
36.611,300.9718
36.662,327.94644
36.71,376.8656
36.76,382.51312
36.81,374.2943
36.862,344.45505
36.914,301.2058
36.963,262.4228
37.01,264.88266
37.061,260.14987
37.11,271.3799
37.16,258.1428
37.21,275.50427
37.262,265.57736
37.313,280.24335
37.362,280.92236
37.41,286.8756
37.46,271.03262
37.509,266.3402
37.56,277.35095
37.61,276.9854
37.662,267.43625
37.714,278.57202
37.763,270.0911
37.81,257.88586
37.86,270.75873
37.909,255.72775
37.96,299.3724
38.009,349.5653
38.064,358.5615
38.114,350.47787
38.162,355.39615
38.21,344.1204
38.259,338.77618
38.308,317.9061
38.36,318.53275
38.409,313.68436
38.463,273.60922
38.512,286.44058
38.561,273.78668
38.611,273.29593
38.659,271.92664
38.71,273.25327
38.76,272.78976
38.809,271.89548
38.864,270.89954
38.912,282.18948
38.961,277.939
39.01,290.19357
39.06,284.39743
39.109,291.6103
39.159,301.50793
39.212,319.05692
39.264,313.1715
39.312,323.4194
39.361,319.93958
39.41,321.6297
39.46,320.4041
39.509,317.10544
39.559,317.2732
39.613,308.22662
39.663,302.62637
39.712,303.40228
39.762,302.7894
39.809,293.17017
39.859,297.1339
39.91,298.81332
39.959,296.2183
40.013,284.44897
40.062,284.14725
40.111,284.2726
40.161,284.3608
40.208,284.6031
40.26,284.8608
40.308,286.747
40.36,287.3949
40.413,288.00424
40.461,284.95953
40.511,298.7602
40.561,308.2853
40.609,325.2937
40.66,338.98746
40.709,339.99725
40.759,341.4563
40.813,339.0707
40.862,345.35294
40.911,361.23434
40.96,348.79028
41.009,373.54105
41.06,374.70813
41.109,379.50754
41.163,386.11798
41.213,382.35895
41.261,386.34024
41.312,378.68268
41.359,400.82956
41.408,406.9477
41.459,422.75668
41.51,422.56393
41.559,426.58356
41.612,415.3875
41.661,421.56906
41.711,409.0871
41.76,384.56018
41.809,350.7535
41.859,308.72128
41.91,290.8934
41.963,345.31464
42.011,392.6392
42.061,413.02402
42.111,431.12656
42.159,448.72397
42.21,471.40643
42.258,473.22302
42.309,462.58868
42.359,454.7946
42.412,447.43573
42.461,433.34183
42.51,407.27435
42.559,402.68762
42.61,411.73962
42.658,408.3185
42.708,412.32166
42.759,406.3541
42.813,410.36087
42.862,422.75534
42.909,435.31213
42.959,435.05594
43.011,436.48477
43.06,430.61798
43.109,432.8072
43.163,446.37976
43.212,461.05896
43.261,430.96912
43.309,370.28262
43.36,325.70413
43.41,308.33963
43.46,313.60602
43.508,343.73047
43.563,359.0841
43.612,395.91257
43.66,411.6051
43.709,412.2811
43.759,410.04202
43.808,405.24988
43.859,393.55338
43.912,381.9009
43.963,367.62775
44.012,369.52805
44.061,371.75833
44.109,389.50656
44.159,389.29556
44.209,409.0213
44.26,404.77017
44.309,409.66742
44.362,402.48538
44.412,407.6003
44.46,418.87534
44.509,423.68002
44.561,422.93365
44.609,431.74588
44.66,438.1297
44.709,429.17737
44.763,407.33072
44.812,366.6052
44.86,337.70883
44.91,313.90378
44.96,324.45697
45.01,331.86115
45.06,342.68832
45.113,365.8364
45.163,362.76428
45.212,360.01462
45.26,368.68808
45.309,373.38327
45.358,381.0635
45.409,387.53024
45.46,390.5969
45.509,391.51352
45.563,392.42807
45.61,393.05725
45.66,396.02917
45.71,398.70956
45.759,404.74417
45.81,412.2153
45.861,411.3769
45.909,411.56668
45.963,408.31305
46.01,405.25525
46.059,401.99918
46.11,398.13016
46.16,387.68765
46.21,382.59427
46.26,368.30457
46.313,357.05005
46.363,347.06012
46.41,340.82538
46.459,339.56686
46.51,348.56467
46.559,362.6547
46.608,369.57047
46.66,377.1885
46.709,375.44147
46.763,369.64133
46.81,376.2406
46.861,370.2304
46.91,377.25095
46.96,365.08606
47.011,361.6931
47.059,361.1879
47.112,367.90787
47.162,374.15543
47.21,377.3041
47.261,376.43445
47.31,383.48215
47.359,381.85242
47.409,378.4678
47.46,377.30585
47.513,370.94272
47.562,367.1971
47.609,363.64642
47.66,356.8442
47.71,349.7657
47.759,340.62326
47.808,336.8099
47.858,339.96896
47.914,341.00275
47.962,344.57263
48.01,348.9213
48.06,353.63962
48.109,363.57788
48.16,373.86407
48.21,378.2187
48.26,376.9301
48.311,378.59875
48.361,379.24158
48.41,377.04626
48.459,375.02966
48.509,370.42282
48.56,373.81168
48.61,373.11844
48.66,371.5994
48.713,372.46
48.761,380.71664
48.809,380.9679
48.86,380.8032
48.91,372.45355
48.96,368.1308
49.009,363.06726
49.06,367.64554
49.111,359.0041
49.161,358.8264
49.21,356.72903
49.259,359.5446
49.31,358.3969
49.36,366.46
49.41,364.63647
49.462,374.12918
49.512,370.8769
49.562,373.34552
49.609,373.74988
49.659,376.20523
49.709,383.07123
49.759,379.20154
49.809,381.02557
49.861,382.58508
49.912,382.4595
49.961,385.84772
50.009,384.88635
50.059,386.6219
50.11,387.86725
50.16,390.5354
50.209,393.28165
50.262,397.1477
50.312,397.16464
50.361,396.1015
50.408,394.62323
50.459,399.45834
50.508,398.43027
50.56,391.70398
50.609,396.97595
50.662,388.77518
50.712,382.82108
50.76,372.46567
50.809,370.86093
50.859,366.97134
50.909,367.389
50.96,366.57846
51.013,360.5113
51.062,362.37637
51.111,362.0631
51.16,370.89215
51.21,374.38535
51.26,381.86227
51.308,392.68246
51.359,396.80447
51.412,397.064
51.46,396.96213
51.512,391.02414
51.56,395.4502
51.609,386.36697
51.66,391.22116
51.708,395.56223
51.761,392.18918
51.811,396.3738
51.861,396.2487
51.912,399.74426
51.959,395.4979
52.008,395.1998
52.061,390.42648
52.109,385.12384
52.159,379.1013
52.209,381.52408
52.261,378.5853
52.31,370.4863
52.359,369.8599
52.409,361.41833
52.46,360.52716
52.509,350.65533
52.559,340.79944
52.613,338.93732
52.662,342.51288
52.71,345.4725
52.759,350.23352
52.81,364.0841
52.86,365.361
52.908,387.61218
52.959,392.2016
53.012,401.1562
53.062,392.59946
53.11,383.31335
53.159,398.44934
53.21,407.886
53.259,406.84476
53.31,397.0408
53.358,395.26166
53.415,397.71347
53.465,412.80887
53.509,409.4274
53.56,394.78696
53.61,397.31445
53.66,397.28452
53.709,386.04187
53.759,377.2511
53.808,361.6826
53.861,333.1263
53.91,331.26056
53.96,330.64465
54.009,335.01685
54.06,336.06015
54.108,341.20844
54.164,339.69193
54.216,338.33105
54.261,339.74124
54.309,338.3912
54.359,375.84146
54.409,372.20798
54.459,385.506
54.509,406.02136
54.56,383.5939
54.616,403.91666
54.661,419.4975
54.71,426.3098
54.761,420.95468
54.81,403.68686
54.86,413.6906
54.909,410.2906
54.965,403.70804
55.016,416.6197
55.061,406.84818
55.11,392.24475
55.161,387.45312
55.209,369.48465
55.26,366.1526
55.308,366.6264
55.366,355.49802
55.414,359.71036
55.46,368.77692
55.509,368.73315
55.559,367.8298
55.61,370.1584
55.659,371.701
55.709,370.4488
55.764,362.3258
55.814,354.0424
55.859,351.56244
55.909,359.29764
55.96,367.08502
56.009,367.35376
56.059,379.1109
56.108,387.92487
56.165,386.93732
56.212,383.13678
56.261,387.25305
56.31,388.8295
56.359,390.85156
56.409,378.34515
56.459,372.96088
56.509,367.36832
56.565,362.8737
56.612,361.7241
56.663,364.6946
56.71,350.81274
56.759,355.24442
56.808,359.55426
56.861,368.59567
56.909,373.4386
56.962,379.51822
57.011,373.32913
57.062,369.61984
57.11,370.34808
57.16,367.74292
57.209,367.40335
57.26,363.3041
57.312,352.9393
57.362,350.71927
57.411,354.87885
57.461,357.6134
57.509,366.94418
57.559,363.15033
57.609,360.21442
57.659,366.914
57.712,370.24176
57.764,371.33926
57.812,368.4828
57.861,364.98245
57.91,368.01718
57.961,361.42007
58.008,363.76352
58.06,354.30823
58.109,350.52734
58.163,350.8441
58.212,348.68433
58.26,355.08945
58.308,363.77728
58.358,370.0591
58.408,370.35895
58.458,370.5552
58.513,362.6543
58.563,363.09787
58.612,360.56158
58.661,355.34204
58.71,353.14792
58.76,352.42105
58.81,349.6574
58.86,345.39395
58.913,345.91434
58.962,347.2666
59.01,355.23724
59.059,360.04507
59.109,358.93875
59.161,357.4476
59.207,360.02173
59.262,360.98047
59.31,362.64447
59.361,363.91647
59.409,362.34982
59.46,360.41785
59.509,357.14536
59.56,349.09204
59.61,346.1688
59.664,351.5568
59.713,360.9742
59.763,370.55533
59.809,363.18262
59.86,344.69495
59.911,332.53336
59.961,323.92032
60.01,325.83246
60.064,327.90625
60.114,336.1137
60.163,343.8238
60.21,352.91483
60.26,363.68988
60.308,355.04672
60.36,342.53757
60.409,349.46872
60.463,345.8059
60.513,357.7134
60.563,356.4006
60.61,359.4495
60.66,355.76486
60.711,358.23172
60.762,357.40155
60.815,365.76526
60.865,363.0777
60.916,356.39673
60.964,346.40723
61.012,346.6903
61.062,345.01752
61.11,359.01355
61.162,373.25922
61.213,373.0134
61.265,349.18234
61.315,344.88058
61.363,329.25766
61.411,325.22534
61.463,325.1034
61.511,326.96384
61.561,341.02597
61.614,346.66232
61.664,354.17142
61.716,356.16385
61.763,353.60208
61.811,339.0155
61.863,344.59988
61.911,342.076
61.961,348.65942
62.014,352.16324
62.065,349.16574
62.115,353.9344
62.163,349.51147
62.211,353.5424
62.261,347.30658
62.311,357.2447
62.363,350.61438
62.413,350.97775
62.463,355.46487
62.516,363.70218
62.562,375.1373
62.612,377.64056
62.661,367.40387
62.711,356.7164
62.762,335.1207
62.813,337.21393
62.864,334.14957
62.915,336.49518
62.964,344.0737
63.012,342.6156
63.061,342.52618
63.11,341.62753
63.161,347.93088
63.21,342.18338
63.267,342.85013
63.314,349.3617
63.363,350.95175
63.41,352.86414
63.461,348.31232
63.51,355.9224
63.56,346.2451
63.613,343.86386
63.663,337.07895
63.714,340.6145
63.764,346.15848
63.81,349.80377
63.86,366.5636
63.912,371.92245
63.961,375.7681
