timestamp,e_v_x,e_v_y,e_v_a,e_alpha
51.402,[-0.00887395 -0.08314861 -4.2288737 ],[ 0.66542682  0.59115216 -3.55457293],[7.02092209 6.94664743 2.80092235],[4.69317664]
51.45,[ 1.16384413e-05 -7.42630204e-02 -4.21998811e+00],[ 0.67351094  0.59923628 -3.54648881],[7.10628993 7.03201528 2.88629019],[4.68668886]
51.495,[ 1.11848190e-05 -7.42634740e-02 -4.21998856e+00],[ 0.67219029  0.59791564 -3.54780945],[7.23430115 7.16002649 3.01430141],[4.68667565]
51.543,[ 1.05049375e-05 -7.42641539e-02 -4.21998924e+00],[ 0.67218425  0.59790959 -3.5478155 ],[7.23430183 7.16002717 3.01430208],[4.68666346]
51.595,[ 9.82331866e-06 -7.42648355e-02 -4.21998992e+00],[ 0.67217865  0.59790399 -3.5478211 ],[7.23430245 7.16002779 3.0143027 ],[4.6866523]
51.647,[ 5.99525849e-05 -7.42147062e-02 -4.21993979e+00],[ 0.67188884  0.59761419 -3.5481109 ],[7.23433474 7.16006008 3.01433499],[4.68588036]
51.695,[ 0.00879444 -0.06548022 -4.21120531],[ 0.62673262  0.55245796 -3.59326713],[7.23936667 7.16509201 3.01936693],[4.55569368]
51.744,[ 1.39060070e-03 -7.28840581e-02 -4.21860915e+00],[ 0.62311919  0.54884453 -3.59688056],[7.38082423 7.30654957 3.16082448],[4.49232993]
51.799,[ 0.00581397 -0.06846069 -4.21418578],[ 0.62226545  0.54799079 -3.5977343 ],[7.39827078 7.32399612 3.17827103],[4.37423978]
51.851,[ 2.83464840e-03 -7.14400104e-02 -4.21716510e+00],[ 0.61916127  0.54488661 -3.60083848],[7.39416019 7.31988553 3.17416044],[4.29183164]
51.898,[-0.00715123 -0.08142589 -4.22715098],[ 0.63445551  0.56018085 -3.58554424],[7.47933419 7.40505953 3.25933445],[4.20455915]
51.951,[-0.01203374 -0.08630839 -4.23203348],[ 0.62733138  0.55305672 -3.59266837],[7.38573229 7.31145764 3.16573255],[4.17327723]
51.996,[-0.01700318 -0.09127784 -4.23700293],[ 0.63845281  0.56417815 -3.58154694],[7.40201376 7.3277391  3.18201401],[4.14382998]
52.047,[-0.0184988  -0.09277345 -4.23849854],[ 0.64705033  0.57277567 -3.57294942],[7.36983527 7.29556061 3.14983552],[4.13749956]
52.097,[-0.0246553  -0.09892996 -4.24465505],[ 0.65466388  0.58038922 -3.56533587],[7.3562269  7.28195224 3.13622715],[4.17948643]
52.15,[-0.03137632 -0.10565098 -4.25137607],[ 0.65717516  0.5829005  -3.56282459],[7.30398256 7.2297079  3.08398281],[4.25824411]
52.205,[-0.04041787 -0.11469253 -4.26041762],[ 0.66708771  0.59281305 -3.55291204],[7.28951406 7.2152394  3.06951431],[4.37792971]
52.248,[-0.04233078 -0.11660544 -4.26233052],[ 0.65095504  0.57668038 -3.56904471],[7.25297952 7.17870486 3.03297977],[4.41111949]
52.298,[-0.05182245 -0.12609711 -4.2718222 ],[ 0.6445461   0.57027144 -3.57545365],[7.22541185 7.15113719 3.0054121 ],[4.50133491]
52.348,[-0.05893345 -0.13320811 -4.2789332 ],[ 0.63181857  0.55754391 -3.58818118],[7.16581694 7.09154228 2.94581719],[4.57489044]
