timestamp,x,y,z,quat_x,quat_y,quat_z,quat_w,vx,vy,vz,wx,wy,wz,Husky_x,Husky_y,Husky_z
383.433,0.386340924274117,-0.0045290337768189495,7.000980387187812,-2.6231084057829806e-06,3.7739820206101265e-06,0.004698427729838774,0.9999889623169568,0.0,0.0,1.0,0.0,0.0,0.0,0.0016629605861947312,2.8924808054870468e-08,0.0
383.443,0.38638111361046906,-0.004528639892346553,7.011063503922005,-2.591435251869363e-06,3.5384080764943144e-06,0.004698429632215898,0.9999889623089624,0.0,0.0,1.0,0.0,0.0,0.0,0.0016629605861947312,2.8924808054870468e-08,0.0
383.453,0.3864212770245549,-0.004528241263722156,7.021146452544147,-2.5597697233259997e-06,3.306811357844539e-06,0.004698431523549675,0.9999889623009502,0.0,0.0,1.0,0.0,0.0,0.0,0.0016630315849425442,2.892609526112095e-08,0.0
383.463,0.38646141408092133,-0.004527837958471089,7.031229233394218,-2.528144063833586e-06,3.07917490116372e-06,0.004698433403904443,0.9999889622929227,0.0,0.0,1.0,0.0,0.0,0.0,0.0016630315849425442,2.892609526112095e-08,0.0
383.473,0.38650152435229107,-0.004527430043949291,7.041311846811513,-2.496589966306644e-06,2.8554759675763146e-06,0.0046984352733442925,0.9999889622848822,0.0,0.0,1.0,0.0,0.0,0.0,0.001663102584469593,2.892738248348745e-08,0.0
383.483,0.3865416074195113,-0.004527017587282122,7.051394293134637,-2.465138493593139e-06,2.6356862207912834e-06,0.0046984371319330545,0.9999889622768311,0.0,0.0,1.0,0.0,0.0,0.0,0.001663102584469593,2.892738248348745e-08,0.0
383.493,0.3865816628714907,-0.004526600655304481,7.061476572701511,-2.4338200030486025e-06,2.419771917092304e-06,0.004698438979734309,0.9999889622687718,0.0,0.0,1.0,0.0,0.0,0.0,0.001663173584775841,2.8928669721969364e-08,0.0
383.503,0.38662169030512605,-0.004526179314502415,7.07155868584938,-2.4026640751025093e-06,2.2076941064879317e-06,0.004698440816811386,0.9999889622607064,0.0,0.0,1.0,0.0,0.0,0.0,0.001663173584775841,2.8928669721969364e-08,0.0
383.513,0.38666168932521827,-0.00452575363095632,7.0816406329148025,-2.371699445920158e-06,1.9994088441438573e-06,0.00469844264322736,0.9999889622526369,0.0,0.0,1.0,0.0,0.0,0.0,0.0016632445858613249,2.892995697656741e-08,0.0
383.523,0.38670165954437913,-0.004525323670285868,7.091722414233656,-2.3409539442487566e-06,1.79486741121208e-06,0.004698444459045052,0.9999889622445659,0.0,0.0,1.0,0.0,0.0,0.0,0.0016632445858613249,2.892995697656741e-08,0.0
383.533,0.38674160058292806,-0.004524889497596808,7.101804030141138,-2.310454432522019e-06,1.5940165441668962e-06,0.004698446264327033,0.9999889622364951,0.0,0.0,1.0,0.0,0.0,0.0,0.0016633155877260077,2.8931244247281003e-08,0.0
383.543,0.38678151206878114,-0.004524451177429699,7.11188548097177,-2.2802267522833883e-06,1.3967986717557112e-06,0.0046984480591356105,0.9999889622284264,0.0,0.0,1.0,0.0,0.0,0.0,0.0016633155877260077,2.8931244247281003e-08,0.0
383.553,0.38682139363733004,-0.004524008773710734,7.1219667670594005,-2.2502956739739305e-06,1.2031521586732432e-06,0.004698449843532846,0.9999889622203619,0.0,0.0,1.0,0.0,0.0,0.0,0.0016633865903699257,2.8932531534110854e-08,0.0
383.563,0.38686124493131474,-0.004523562349704698,7.1320478887371985,-2.2206848511171556e-06,1.0130115550709375e-06,0.004698451617580537,0.9999889622123035,0.0,0.0,1.0,0.0,0.0,0.0,0.0016633865903699257,2.8932531534110854e-08,0.0
383.573,0.3869010656006874,-0.00452311196797019,7.142128846337659,-2.1914167789194847e-06,8.263078510192487e-07,0.004698453381340219,0.9999889622042527,0.0,0.0,1.0,0.0,0.0,0.0,0.0016634575937930793,2.8933818837057038e-08,0.0
383.583,0.3869408553024704,-0.004522657690317149,7.152209640192609,-2.162512757291837e-06,6.429687350485289e-07,0.004698455134873168,0.9999889621962113,0.0,0.0,1.0,0.0,0.0,0.0,0.0016634575937930793,2.8933818837057038e-08,0.0
383.593,0.3869806137006073,-0.004522199577766774,7.162290270633199,-2.133992858284881e-06,4.629188559049206e-07,0.004698456878240393,0.9999889621881809,0.0,0.0,1.0,0.0,0.0,0.0,0.001663528597995469,2.8935106156119622e-08,0.0
383.603,0.3870203404658086,-0.0045217376905138775,7.1723707379899135,-2.105875897917951e-06,2.8608008667039796e-07,0.004698458611502639,0.9999889621801631,0.0,0.0,1.0,0.0,0.0,0.0,0.001663528597995469,2.8935106156119622e-08,0.0
383.613,0.38706003527539107,-0.004521272087891753,7.182451042592566,-2.078179412369444e-06,1.1237179041108526e-07,0.004698460334720379,0.999988962172159,0.0,0.0,1.0,0.0,0.0,0.0,0.0016635996029772046,2.8936393491300697e-08,0.0
383.623,0.38709969781311354,-0.004520802828339564,7.192531184770305,-2.0509196384847337e-06,-5.828891346493238e-08,0.004698462047953813,0.9999889621641702,0.0,0.0,1.0,0.0,0.0,0.0,0.0016635996029772046,2.8936393491300697e-08,0.0
383.633,0.3871393277690075,-0.004520329969372312,7.202611164851612,-2.024111498546313e-06,-2.2598688294014185e-07,0.004698463751262866,0.999988962156198,0.0,0.0,1.0,0.0,0.0,0.0,0.0016636706087381392,2.8937680842597676e-08,0.0
383.643,0.38717892483920424,-0.004519853567553396,7.212690983164304,-1.997768589239985e-06,-3.908086879894398e-07,0.0046984654447071806,0.9999889621482435,0.0,0.0,1.0,0.0,0.0,0.0,0.0016636706087381392,2.8937680842597676e-08,0.0
