timestamp,e_v_x,e_v_y,e_v_a,e_alpha
62.399,[-1.11755383e-05 -7.42858343e-02 -3.22001092e+00],[ 0.65311609  0.57884143 -2.56688366],[5.98235151 5.90807686 2.76235177],[4.6526737]
62.448,[-1.03952601e-05 -7.42850541e-02 -3.22001014e+00],[ 0.6381467   0.56387204 -2.58185305],[5.91930605 5.84503139 2.6993063 ],[4.64279536]
62.499,[-1.01800650e-05 -7.42848389e-02 -3.22000993e+00],[ 0.65600062  0.58172596 -2.56399913],[6.19177348 6.11749882 2.97177373],[4.67160693]
62.548,[-9.53549461e-06 -7.42841943e-02 -3.22000928e+00],[ 0.65599044  0.58171578 -2.56400931],[6.19177474 6.11750008 2.97177499],[4.67158211]
62.6,[-8.93627921e-06 -7.42835951e-02 -3.22000868e+00],[ 0.6559811   0.58170644 -2.56401865],[6.1917759  6.11750124 2.97177615],[4.67155932]
62.654,[ 3.08504639e-03 -7.11896124e-02 -3.21691470e+00],[ 0.64881797  0.57454331 -2.57118178],[6.28995963 6.21568497 3.06995988],[4.65128362]
62.7,[ 0.0124577  -0.06181696 -3.20754205],[ 0.65280157  0.57852692 -2.56719817],[6.29241946 6.2181448  3.07241971],[4.62556692]
62.748,[ 2.34466963e-03 -7.19299892e-02 -3.21765508e+00],[ 0.64338185  0.56910719 -2.5766179 ],[6.29699609 6.22272143 3.07699634],[4.59938377]
62.8,[ 1.03838467e-03 -7.32362741e-02 -3.21896136e+00],[ 0.6445684   0.57029375 -2.57543134],[6.40125692 6.32698226 3.18125717],[4.57393037]
62.851,[-1.50727205e-03 -7.57819309e-02 -3.22150702e+00],[ 0.63307033  0.55879567 -2.58692941],[6.30612586 6.2318512  3.08612612],[4.53804407]
62.899,[ 1.30957631e-03 -7.29650825e-02 -3.21869017e+00],[ 0.64524585  0.5709712  -2.57475389],[6.34924886 6.27497421 3.12924912],[4.50762476]
62.954,[ 1.72651181e-03 -7.25481470e-02 -3.21827324e+00],[ 0.65914698  0.58487232 -2.56085277],[6.47711644 6.40284178 3.25711669],[4.57601447]
62.996,[-2.08278864e-03 -7.63574475e-02 -3.22208254e+00],[ 0.65519483  0.58092017 -2.56480492],[6.41403852 6.33976386 3.19403877],[4.56646898]
63.051,[-2.30837790e-03 -7.65830367e-02 -3.22230813e+00],[ 0.65064899  0.57637433 -2.56935076],[6.3505363  6.27626165 3.13053656],[4.53569172]
63.1,[-0.00551844 -0.0797931  -3.22551819],[ 0.65625629  0.58198164 -2.56374345],[6.38619753 6.31192287 3.16619778],[4.55328134]
63.151,[-0.00960761 -0.08388227 -3.22960736],[ 0.65346208  0.57918742 -2.56653767],[6.35710684 6.28283218 3.13710709],[4.56123187]
63.198,[-0.01406419 -0.08833884 -3.23406393],[ 0.65382259  0.57954793 -2.56617716],[6.35823637 6.28396171 3.13823662],[4.60788212]
