timestamp,e_v_x,e_v_y,e_v_a,e_alpha
23.475,[-2.26302640e-05 -7.42972891e-02 -3.22002238e+00],[ 0.63823706  0.56396241 -2.58176268],[5.91929475 5.84502009 2.699295  ],[4.64303792]
23.53,[-2.13398903e-05 -7.42959987e-02 -3.22002109e+00],[ 0.63822052  0.56394586 -2.58177923],[5.91929682 5.84502216 2.69929707],[4.64299576]
23.576999999999998,[-2.09981175e-05 -7.42956569e-02 -3.22002075e+00],[ 0.65607303  0.58179837 -2.56392672],[6.19176451 6.11748985 2.97176476],[4.67179775]
23.628,[-1.97676989e-05 -7.42944265e-02 -3.22001952e+00],[ 0.65605843  0.58178377 -2.56394132],[6.19176632 6.11749166 2.97176657],[4.67176145]
23.674,[-1.86284207e-05 -7.42932872e-02 -3.22001838e+00],[ 0.65604509  0.58177043 -2.56395466],[6.19176797 6.11749331 2.97176822],[4.67172826]
23.728,[ 2.64283823e-03 -7.16318206e-02 -3.21735691e+00],[ 0.64809188  0.57381722 -2.57190787],[6.29004638 6.21577173 3.07004664],[4.65062743]
23.775,[ 0.0138531  -0.06042156 -3.20614665],[ 0.64333978  0.56906512 -2.57665997],[6.29360392 6.21932926 3.07360417],[4.59973874]
23.825,[ 2.31859305e-03 -7.19560658e-02 -3.21768115e+00],[ 0.63179674  0.55752208 -2.588203  ],[6.2985124  6.22423774 3.07851265],[4.57144287]
23.881,[-9.35913832e-05 -7.43682502e-02 -3.22009334e+00],[ 0.65597376  0.5816991  -2.56402599],[6.50657019 6.43229553 3.28657044],[4.59167627]
23.93,[-3.07904335e-03 -7.73537022e-02 -3.22307879e+00],[ 0.64638505  0.57211039 -2.5736147 ],[6.40362509 6.32935043 3.18362534],[4.56128584]
23.975,[ 0.00385818 -0.07041648 -3.21614157],[ 0.64119185  0.56691719 -2.5788079 ],[6.34865842 6.27438376 3.12865867],[4.54721415]
24.025,[-1.18168311e-03 -7.54563419e-02 -3.22118143e+00],[ 0.65838001  0.58410536 -2.56161973],[6.43991501 6.36564035 3.21991526],[4.54512462]
24.073,[-1.71786575e-03 -7.59925246e-02 -3.22171761e+00],[ 0.6537354   0.57946075 -2.56626434],[6.37131961 6.29704495 3.15131986],[4.5379808]
24.125,[-2.56019717e-04 -7.45306785e-02 -3.22025577e+00],[ 0.65343019  0.57915553 -2.56656956],[6.38028002 6.30600536 3.16028027],[4.53401804]
