timestamp,e_v_x,e_v_y,e_v_a,e_alpha
299.027,[-0.00889692 -0.08317158 -3.22889667],[ 0.66665662  0.59238196 -2.55334313],[6.07870293 6.00442827 2.85870318],[4.68839635]
299.074,[-0.0112141  -0.08548876 -3.23121385],[ 0.66129676  0.5870221  -2.55870299],[6.06531547 5.99104082 2.84531573],[4.72467989]
299.126,[-0.01131862 -0.08559328 -3.23131837],[ 0.65113749  0.57686284 -2.56886225],[6.11987188 6.04559722 2.89987213],[4.70439577]
299.175,[-0.00819531 -0.08246997 -3.22819506],[ 0.64869908  0.57442442 -2.57130066],[6.12283497 6.04856031 2.90283522],[4.67166485]
299.224,[-1.16571553e-03 -7.54403743e-02 -3.22116546e+00],[ 0.65490951  0.58063486 -2.56509023],[6.18154845 6.10727379 2.9615487 ],[4.67034539]
299.274,[ 2.77916418e-03 -7.14954946e-02 -3.21722058e+00],[ 0.64849882  0.57422416 -2.57150093],[6.28999776 6.2157231  3.06999801],[4.6512517]
299.325,[-0.00661805 -0.0808927  -3.22661779],[ 0.64697943  0.57270477 -2.57302032],[6.32690385 6.25262919 3.1069041 ],[4.63848998]
299.381,[-2.60886740e-03 -7.68835262e-02 -3.22260861e+00],[ 0.63250623  0.55823157 -2.58749352],[6.29839155 6.22411689 3.0783918 ],[4.58513225]
299.427,[-2.28165229e-03 -7.65563111e-02 -3.22228140e+00],[ 0.6542763   0.58000164 -2.56572345],[6.4530138  6.37873914 3.23301405],[4.57183925]
299.475,[-0.00329864 -0.0775733  -3.22329839],[ 0.65689638  0.58262172 -2.56310337],[6.46993084 6.39565618 3.24993109],[4.59605713]
299.522,[-0.00325955 -0.07753421 -3.2232593 ],[ 0.64232767  0.56805301 -2.57767208],[6.32512911 6.25085446 3.10512937],[4.56351474]
299.574,[-0.00380774 -0.0780824  -3.22380749],[ 0.66149746  0.5872228  -2.55850228],[6.46564195 6.39136729 3.2456422 ],[4.55509737]
299.627,[-0.00331266 -0.07758732 -3.22331241],[ 0.65865371  0.58437905 -2.56134604],[6.39951991 6.32524525 3.17952016],[4.55967102]
299.675,[-0.00515842 -0.07943308 -3.22515817],[ 0.65715885  0.58288419 -2.5628409 ],[6.39917256 6.3248979  3.17917281],[4.55253077]
299.723,[-0.01054604 -0.08482069 -3.23054578],[ 0.65839386  0.5841192  -2.56160588],[6.39079348 6.31651882 3.17079373],[4.55961362]
299.777,[-0.0179796  -0.09225426 -3.23797935],[ 0.65891446  0.5846398  -2.56108529],[6.37145581 6.29718115 3.15145606],[4.5959925]
299.824,[-0.02330592 -0.09758058 -3.24330566],[ 0.65964792  0.58537326 -2.56035183],[6.33805666 6.26378201 3.11805692],[4.62909132]
299.875,[-0.02564059 -0.09991525 -3.24564034],[ 0.65816212  0.58388746 -2.56183763],[6.3300307  6.25575604 3.11003095],[4.66627385]
299.926,[-0.02646128 -0.10073594 -3.24646103],[ 0.65327016  0.5789955  -2.56672959],[6.30998142 6.23570677 3.08998168],[4.68005986]
299.974,[-0.02480297 -0.09907763 -3.24480271],[ 0.64487862  0.57060396 -2.57512112],[6.29276134 6.21848668 3.07276159],[4.69141468]
300.025,[-0.0262958  -0.10057046 -3.24629555],[ 0.63943446  0.5651598  -2.58056529],[6.28087369 6.20659903 3.06087394],[4.7007489]
300.076,[-0.02647549 -0.10075015 -3.24647524],[ 0.63408093  0.55980627 -2.58591881],[6.25540663 6.18113198 3.03540689],[4.69645832]
300.124,[-0.02499032 -0.09926498 -3.24499007],[ 0.62818009  0.55390543 -2.59181966],[6.23622036 6.1619457  3.01622061],[4.70165449]
300.174,[-0.02333519 -0.09760985 -3.24333494],[ 0.62534666  0.55107201 -2.59465308],[6.2121902  6.13791554 2.99219045],[4.70072623]
300.227,[-0.02114226 -0.09541692 -3.24114201],[ 0.62413898  0.54986432 -2.59586076],[6.20025118 6.12597652 2.98025143],[4.70600413]
300.276,[-0.0166895  -0.09096416 -3.23668925],[ 0.62099609  0.54672143 -2.59900366],[6.18650703 6.11223237 2.96650728],[4.68387598]
300.324,[-0.01270173 -0.08697639 -3.23270148],[ 0.61551192  0.54123726 -2.60448782],[6.15583405 6.08155939 2.9358343 ],[4.65922118]
300.373,[-0.00998303 -0.08425769 -3.22998278],[ 0.61111541  0.53684075 -2.60888434],[6.13554104 6.06126639 2.9155413 ],[4.63532812]
300.425,[-0.00859047 -0.08286513 -3.22859022],[ 0.60883333  0.53455868 -2.61116641],[6.1283468  6.05407214 2.90834705],[4.61691109]
300.473,[-0.00879946 -0.08307412 -3.2287992 ],[ 0.60701293  0.53273828 -2.61298681],[6.11569099 6.04141634 2.89569125],[4.59889833]
300.526,[-0.01110069 -0.08537534 -3.23110043],[ 0.60355659  0.52928193 -2.61644316],[6.08561566 6.011341   2.86561592],[4.58021316]
300.575,[-0.01485943 -0.08913409 -3.23485918],[ 0.60157233  0.52729767 -2.61842742],[6.06408192 5.98980726 2.84408217],[4.57262943]
300.622,[-0.01970169 -0.09397635 -3.23970144],[ 0.60078424  0.52650958 -2.61921551],[6.05027895 5.97600429 2.8302792 ],[4.57922704]
300.675,[-0.0217071  -0.09598176 -3.24170685],[ 0.60007412  0.52579946 -2.61992563],[6.02626402 5.95198936 2.80626427],[4.57257783]
300.723,[-0.0217405  -0.09601516 -3.24174025],[ 0.59839243  0.52411777 -2.62160732],[6.01026044 5.93598578 2.79026069],[4.57647216]
300.776,[-0.021539   -0.09581366 -3.24153875],[ 0.59474818  0.52047352 -2.62525157],[5.97382841 5.89955375 2.75382866],[4.5646392]
300.823,[-0.02056409 -0.09483874 -3.24056383],[ 0.59446939  0.52019473 -2.62553036],[5.96982148 5.89554682 2.74982173],[4.55069679]
300.876,[-0.01934444 -0.0936191  -3.23934419],[ 0.59163431  0.51735965 -2.62836544],[5.94946763 5.87519297 2.72946789],[4.53764507]
300.928,[-0.0188214  -0.09309606 -3.23882115],[ 0.58897207  0.51469741 -2.63102768],[5.92856594 5.85429128 2.70856619],[4.52899702]
300.977,[-0.0185072  -0.09278186 -3.23850695],[ 0.58846412  0.51418946 -2.63153562],[5.91597832 5.84170366 2.69597857],[4.51585661]
301.026,[-0.01720423 -0.09147889 -3.23720398],[ 0.58664157  0.51236691 -2.63335818],[5.895992   5.82171734 2.67599225],[4.50186241]
301.073,[-0.01605812 -0.09033278 -3.23605787],[ 0.58487154  0.51059688 -2.63512821],[5.8854339  5.81115924 2.66543416],[4.48540066]
301.125,[-0.01692815 -0.09120281 -3.2369279 ],[ 0.58396632  0.50969166 -2.63603343],[5.85759725 5.7833226  2.63759751],[4.47379614]
301.173,[-0.01775939 -0.09203405 -3.23775914],[ 0.58518994  0.51091528 -2.63480981],[5.83967064 5.76539598 2.6196709 ],[4.46949678]
301.224,[-0.01997999 -0.09425465 -3.23997974],[ 0.58389041  0.50961575 -2.63610934],[5.81900182 5.74472716 2.59900207],[4.47122267]
301.273,[-0.02141011 -0.09568477 -3.24140986],[ 0.58240875  0.50813409 -2.637591  ],[5.7931435  5.71886884 2.57314375],[4.47797541]
301.333,[-0.02408955 -0.09836421 -3.24408929],[ 0.58375903  0.50948437 -2.63624071],[5.77395115 5.6996765  2.55395141],[4.50165505]
301.374,[-0.02694334 -0.10121799 -3.24694308],[ 0.57647096  0.5021963  -2.64352879],[5.74613024 5.67185558 2.52613049],[4.49120169]
301.424,[-0.02826224 -0.1025369  -3.24826199],[ 0.5731808   0.49890614 -2.64681894],[5.71729543 5.64302078 2.49729569],[4.50149628]
301.473,[-0.02880984 -0.1030845  -3.24880959],[ 0.57062117  0.49634651 -2.64937858],[5.69386812 5.61959346 2.47386837],[4.50757879]
301.521,[-0.02769933 -0.10197399 -3.24769908],[ 0.56208793  0.48781327 -2.65791182],[5.6637843  5.58950965 2.44378456],[4.48024447]
301.575,[-0.029087   -0.10336166 -3.24908675],[ 0.55786059  0.48358594 -2.66213915],[5.6424429  5.56816824 2.42244316],[4.47429498]
301.623,[-0.0288314  -0.10310606 -3.24883115],[ 0.54980959  0.47553493 -2.67019015],[5.60135575 5.52708109 2.381356  ],[4.45108829]
301.673,[-0.0305171  -0.10479176 -3.25051685],[ 0.54436654  0.47009188 -2.67563321],[5.5882034  5.51392874 2.36820365],[4.43784869]
301.725,[-0.03086492 -0.10513958 -3.25086467],[ 0.54154129  0.46726663 -2.67845846],[5.56809528 5.49382062 2.34809554],[4.41593694]
301.776,[-0.03069367 -0.10496833 -3.25069342],[ 0.53887974  0.46460509 -2.68112   ],[5.54713158 5.47285693 2.32713184],[4.40210349]
301.824,[-0.03049113 -0.10476579 -3.25049088],[ 0.53579957  0.46152492 -2.68420017],[5.52608855 5.45181389 2.3060888 ],[4.38983728]
301.874,[-0.03033758 -0.10461224 -3.25033733],[ 0.53296914  0.45869448 -2.68703061],[5.50590267 5.43162801 2.28590292],[4.37461768]
301.927,[-0.03096043 -0.10523509 -3.25096018],[ 0.52978014  0.45550548 -2.69021961],[5.48455587 5.41028121 2.26455612],[4.36048635]
301.974,[-0.03059593 -0.10487059 -3.25059568],[ 0.52717549  0.45290083 -2.69282426],[5.46387467 5.38960001 2.24387492],[4.34714698]
302.024,[-0.03080229 -0.10507695 -3.25080204],[ 0.52324837  0.44897371 -2.69675138],[5.44110853 5.36683387 2.22110878],[4.3345652]
302.073,[-0.02993437 -0.10420903 -3.24993412],[ 0.52048556  0.4462109  -2.69951419],[5.42208717 5.34781251 2.20208742],[4.31595201]
302.125,[-0.03023401 -0.10450866 -3.25023375],[ 0.51764133  0.44336667 -2.70235842],[5.40145449 5.32717983 2.18145474],[4.30607688]
302.176,[-0.03100231 -0.10527697 -3.25100205],[ 0.51871815  0.44444349 -2.7012816 ],[5.4174236  5.34314894 2.19742385],[4.33317098]
302.225,[-0.03202568 -0.10630034 -3.25202542],[ 0.51175129  0.43747664 -2.70824845],[5.36943664 5.29516198 2.14943689],[4.30919706]
302.273,[-0.0313531  -0.10562776 -3.25135284],[ 0.50744972  0.43317506 -2.71255003],[5.35063274 5.27635808 2.13063299],[4.28947854]
302.323,[-0.03013504 -0.1044097  -3.25013479],[ 0.5039035   0.42962884 -2.71609625],[5.33728049 5.26300583 2.11728075],[4.26655336]
302.375,[-0.02853763 -0.10281228 -3.24853737],[ 0.49931029  0.42503563 -2.72068946],[5.31759171 5.24331705 2.09759196],[4.23312476]
302.428,[-0.02658629 -0.10086094 -3.24658603],[ 0.49338263  0.41910797 -2.72661712],[5.29809976 5.2238251  2.07810001],[4.18165366]
302.472,[-0.02202791 -0.09630257 -3.24202766],[ 0.48837799  0.41410333 -2.73162176],[5.286112   5.21183734 2.06611225],[4.10603083]
302.527,[-0.01850477 -0.09277942 -3.23850451],[ 0.48565695  0.41138229 -2.7343428 ],[5.27147226 5.1971976  2.05147251],[4.05309214]
302.575,[-0.01570312 -0.08997778 -3.23570287],[ 0.48343971  0.40916505 -2.73656004],[5.25850866 5.184234   2.03850892],[3.99995091]
302.625,[-0.0135017  -0.08777635 -3.23350144],[ 0.48276192  0.40848726 -2.73723783],[5.24705398 5.17277932 2.02705423],[3.95814803]
302.672,[-0.01238225 -0.08665691 -3.232382  ],[ 0.48165522  0.40738056 -2.73834453],[5.23371252 5.15943786 2.01371277],[3.9182531]
302.727,[-0.01425044 -0.0885251  -3.23425019],[ 0.48007359  0.40579893 -2.73992615],[5.21319361 5.13891895 1.99319386],[3.90151052]
302.773,[-0.01625639 -0.09053105 -3.23625614],[ 0.48007662  0.40580196 -2.73992313],[5.20496118 5.13068652 1.98496143],[3.90829524]
302.826,[-0.01891203 -0.09318669 -3.23891178],[ 0.47960966  0.405335   -2.74039009],[5.18984641 5.11557175 1.96984666],[3.90396543]
302.879,[-0.01828295 -0.09255761 -3.2382827 ],[ 0.4797748   0.40550015 -2.74022494],[5.182635   5.10836034 1.96263526],[3.90281003]
302.927,[-0.0169179  -0.09119256 -3.23691765],[ 0.47803637  0.40376172 -2.74196337],[5.17255064 5.09827598 1.95255089],[3.8611708]
302.974,[-0.01643172 -0.09070638 -3.23643147],[ 0.47586805  0.40159339 -2.7441317 ],[5.15319746 5.0789228  1.93319771],[3.8250238]
303.024,[-0.01679078 -0.09106544 -3.23679053],[ 0.47656734  0.40229268 -2.74343241],[5.14388304 5.06960838 1.92388329],[3.81932864]
303.072,[-0.01783641 -0.09211107 -3.23783616],[ 0.47668347  0.40240881 -2.74331627],[5.13522412 5.06094946 1.91522437],[3.81738758]
303.125,[-0.01963672 -0.09391138 -3.23963647],[ 0.47618026  0.4019056  -2.74381949],[5.11674702 5.04247236 1.89674727],[3.81527224]
303.175,[-0.02148973 -0.09576438 -3.24148947],[ 0.47630529  0.40203063 -2.74369446],[5.10767769 5.03340304 1.88767795],[3.83708607]
303.227,[-0.02222902 -0.09650368 -3.24222877],[ 0.47547657  0.40120191 -2.74452318],[5.09294086 5.0186662  1.87294111],[3.84188622]
303.273,[-0.02236494 -0.0966396  -3.24236469],[ 0.47418361  0.39990895 -2.74581613],[5.0783858  5.00411114 1.85838606],[3.8371523]
303.325,[-0.02044214 -0.0947168  -3.24044189],[ 0.47059205  0.39631739 -2.74940769],[5.06366517 4.98939051 1.84366542],[3.79486407]
303.372,[-0.01809449 -0.09236915 -3.23809423],[ 0.4668043   0.39252964 -2.75319544],[5.05010886 4.9758342  1.83010912],[3.72894773]
303.425,[-0.01633628 -0.09061094 -3.23633603],[ 0.46389027  0.38961561 -2.75610948],[5.03982911 4.96555445 1.81982937],[3.68943821]
303.475,[-0.01563903 -0.08991369 -3.23563877],[ 0.46214125  0.38786659 -2.75785849],[5.01994471 4.94567005 1.79994496],[3.64177166]
303.522,[-0.01519368 -0.08946834 -3.23519342],[ 0.45938659  0.38511193 -2.76061316],[5.00321947 4.92894482 1.78321973],[3.63151278]
303.573,[-0.01443631 -0.08871097 -3.23443606],[ 0.45961478  0.38534013 -2.76038496],[5.00217532 4.92790066 1.78217558],[3.59945472]
303.623,[-0.01364527 -0.08791993 -3.23364502],[ 0.45750502  0.38323037 -2.76249472],[4.98669687 4.91242221 1.76669712],[3.56558855]
303.679,[-0.01340973 -0.08768439 -3.23340948],[ 0.45391717  0.37964251 -2.76608258],[4.97591684 4.90164218 1.75591709],[3.5040084]
303.727,[-0.01319839 -0.08747305 -3.23319814],[ 0.45166917  0.37739451 -2.76833058],[4.97081489 4.89654023 1.75081514],[3.46359406]
303.776,[-0.01227101 -0.08654567 -3.23227076],[ 0.44833496  0.37406031 -2.77166478],[4.95220909 4.87793443 1.73220934],[3.40528628]
303.827,[-0.01249122 -0.08676588 -3.23249096],[ 0.44691973  0.37264507 -2.77308002],[4.94045418 4.86617952 1.72045443],[3.35036231]
303.876,[-0.01270168 -0.08697634 -3.23270142],[ 0.44501359  0.37073893 -2.77498615],[4.93210477 4.85783011 1.71210502],[3.31906767]
303.927,[-0.01292194 -0.0871966  -3.23292169],[ 0.44310354  0.36882888 -2.7768962 ],[4.92138703 4.84711237 1.70138728],[3.23353278]
303.974,[-0.01231729 -0.08659194 -3.23231703],[ 0.44140799  0.36713333 -2.77859176],[4.91316237 4.83888771 1.69316262],[3.1538132]
304.026,[-0.01245629 -0.08673095 -3.23245604],[ 0.43952493  0.36525027 -2.78047482],[4.90319965 4.82892499 1.6831999 ],[3.08932547]
304.081,[-0.01110286 -0.08537752 -3.23110261],[ 0.43836128  0.36408662 -2.78163847],[4.89397536 4.8197007  1.67397561],[3.0051821]
