timestamp,x,y,z,vx,vy,vz,wx,wy,wz
48.819,0.9793618508124233,1.0038345597659564,7.0023508747559635,0.0,0.0,1.0,0.0,0.0,0.0
48.829,0.9793995045919393,1.0038322388742336,7.012424717498495,0.0,0.0,1.0,0.0,0.0,0.0
48.839,0.9794371126275208,1.0038299199835572,7.02249841088407,0.0,0.0,1.0,0.0,0.0,0.0
48.849,0.9794746747596274,1.0038276031089433,7.03257195521472,0.0,0.0,1.0,0.0,0.0,0.0
48.859,0.9795121908290862,1.0038252882651661,7.0426453507918625,0.0,0.0,1.0,0.0,0.0,0.0
48.869,0.9795496606771293,1.0038229754667705,7.052718597916312,0.0,0.0,1.0,0.0,0.0,0.0
48.879,0.9795870841454344,1.0038206647280836,7.062791696888264,0.0,0.0,1.0,0.0,0.0,0.0
48.889,0.9796244610761711,1.0038183560632277,7.072864648007317,0.0,0.0,1.0,0.0,0.0,0.0
48.899,0.9796617913120497,1.003816049486131,7.082937451572459,0.0,0.0,1.0,0.0,0.0,0.0
48.909,0.9796990746963731,1.0038137450105398,7.0930101078820735,0.0,0.0,1.0,0.0,0.0,0.0
48.919,0.9797363110730924,1.0038114426500298,7.103082617233947,0.0,0.0,1.0,0.0,0.0,0.0
48.929,0.979773500286865,1.0038091424180167,7.113154979925256,0.0,0.0,1.0,0.0,0.0,0.0
48.939,0.9798106421831162,1.0038068443277661,7.123227196252584,0.0,0.0,1.0,0.0,0.0,0.0
48.949,0.9798477366081004,1.003804548392406,7.133299266511907,0.0,0.0,1.0,0.0,0.0,0.0
48.959,0.9798847834089675,1.0038022546249332,7.143371190998608,0.0,0.0,1.0,0.0,0.0,0.0
48.969,0.9799217824338278,1.0037999630382255,7.153442970007473,0.0,0.0,1.0,0.0,0.0,0.0
48.979,0.9799587335318212,1.0037976736450476,7.1635146038326925,0.0,0.0,1.0,0.0,0.0,0.0
48.989,0.9799956365531847,1.0037953864580635,7.1735860927678585,0.0,0.0,1.0,0.0,0.0,0.0
48.999,0.9800324913493226,1.0037931014898411,7.1836574371059765,0.0,0.0,1.0,0.0,0.0,0.0
49.009,0.9800692977728767,1.0037908187528617,7.193728637139454,0.0,0.0,1.0,0.0,0.0,0.0
49.019,0.9801060556777954,1.0037885382595264,7.203799693160114,0.0,0.0,1.0,0.0,0.0,0.0
49.029,0.9801427649194057,1.0037862600221639,7.2138706054591815,0.0,0.0,1.0,0.0,0.0,0.0
49.039,0.9801794253544812,1.0037839840530354,7.223941374327301,0.0,0.0,1.0,0.0,0.0,0.0
49.049,0.9802160368413128,1.0037817103643407,7.234012000054523,0.0,0.0,1.0,0.0,0.0,0.0
49.059,0.980252599239777,1.0037794389682246,7.244082482930319,0.0,0.0,1.0,0.0,0.0,0.0
49.069,0.9802891124114039,1.003777169876781,7.254152823243571,0.010185256600379944,-0.3926052749156952,-0.8651726245880127,0.0,0.0,-0.03913193941116333
49.079,0.9803255763047152,1.0037749028200984,7.264218349158842,0.010185256600379944,-0.3926052749156952,-0.8651726245880127,0.0,0.0,-0.03913193941116333
49.089,0.980361991042337,1.0037725652713068,7.274167988195805,0.010185256600379944,-0.3926052749156952,-0.8651726245880127,0.0,0.0,-0.03913193941116333
49.099,0.98039834627894,1.003769691338233,7.283871290968873,-0.013044282793998718,-0.34778597950935364,-0.8048466444015503,0.0,0.0,-0.050127387046813965
49.109,0.980434614385697,1.0037653191374225,7.293230416558166,-0.013044282793998718,-0.34778597950935364,-0.8048466444015503,0.0,0.0,-0.050127387046813965
49.119,0.980470741035558,1.0037581474972315,7.302172075038648,-0.013044282793998718,-0.34778597950935364,-0.8048466444015503,0.0,0.0,-0.050127387046813965
49.129,0.9805066426948396,1.0037466757611886,7.3106415981629,-0.013044282793998718,-0.34778597950935364,-0.8048466444015503,0.0,0.0,-0.050127387046813965
49.139,0.9805422115978202,1.0037292642685667,7.318599498834918,-0.013044282793998718,-0.34778597950935364,-0.8048466444015503,0.0,0.0,-0.050127387046813965
49.149,0.9805773199571182,1.0037041429331321,7.32601855061935,0.027836933732032776,-0.3409169018268585,-0.8325684070587158,0.0,0.0,-0.04659152030944824
49.159,0.9806118281011306,1.0036694277543206,7.332879910950474,0.027836933732032776,-0.3409169018268585,-0.8325684070587158,0.0,0.0,-0.04659152030944824
49.169,0.9806456044657877,1.003623078107348,7.339172472098568,0.027836933732032776,-0.3409169018268585,-0.8325684070587158,0.0,0.0,-0.04659152030944824
49.179,0.9806785400717328,1.0035628525827482,7.34489197914205,0.027836933732032776,-0.3409169018268585,-0.8325684070587158,0.0,0.0,-0.04659152030944824
49.189,0.9807105513578014,1.0034862844587757,7.35003962647311,0.027836933732032776,-0.3409169018268585,-0.8325684070587158,0.0,0.0,-0.04659152030944824
49.199,0.9807415787528657,1.0033906524931566,7.354621203351897,0.08511783927679062,-0.32566165924072266,-0.7131631970405579,0.0,0.0,-0.020630359649658203
49.209,0.9807715759869272,1.0032726296887522,7.358652653491033,0.08511783927679062,-0.32566165924072266,-0.7131631970405579,0.0,0.0,-0.020630359649658203
49.219,0.9808005560658548,1.0031285197960385,7.36215375829364,0.08511783927679062,-0.32566165924072266,-0.7131631970405579,0.0,0.0,-0.020630359649658203
49.229,0.9808286313296364,1.0029544527020389,7.365144391399393,0.08511783927679062,-0.32566165924072266,-0.7131631970405579,0.0,0.0,-0.020630359649658203
49.239,0.9808560257332398,1.0027464244257411,7.367644335330243,0.08511783927679062,-0.32566165924072266,-0.7131631970405579,0.0,0.0,-0.020630359649658203
