timestamp,x,y,z,vx,vy,vz,wx,wy,wz
31.757,0.3805426580082232,-0.0032495067294986066,6.001530162322018,0.0,0.0,1.0,0.0,0.0,0.0
31.767,0.3805832643290201,-0.0032495448790538606,6.011626968343054,0.0,0.0,1.0,0.0,0.0,0.0
31.777,0.38062388953133375,-0.0032495806397769356,6.0217235785715495,0.0,0.0,1.0,0.0,0.0,0.0
31.787,0.38066453300793646,-0.0032496140315871787,6.031819993403402,0.0,0.0,1.0,0.0,0.0,0.0
31.797,0.38070519415325665,-0.0032496450734612503,6.041916213233702,0.0,0.0,1.0,0.0,0.0,0.0
31.807,0.3807458723628908,-0.0032496737834649576,6.052012238456747,0.0,0.0,1.0,0.0,0.0,0.0
31.817,0.38078656703314423,-0.003249700178786527,6.062108069466028,0.0,0.0,1.0,0.0,0.0,0.0
31.826999999999998,0.3808272775606002,-0.0032497242757711696,6.072203706654241,0.0,0.0,1.0,0.0,0.0,0.0
31.837,0.3808680033417186,-0.0032497460899568254,6.082299150413286,0.0,0.0,1.0,0.0,0.0,0.0
31.847,0.38090874377246414,-0.003249765636110938,6.092394401134269,0.0,0.0,1.0,0.0,0.0,0.0
31.857,0.3809494982479635,-0.003249782928268137,6.102489459207509,0.0,0.0,1.0,0.0,0.0,0.0
31.867,0.38099026616219267,-0.0032497979797686967,6.1125843250225245,0.0,0.0,1.0,0.0,0.0,0.0
31.877,0.38103104690769446,-0.0032498108032976334,6.122678998968054,0.0,0.0,1.0,0.0,0.0,0.0
31.887,0.3810718398753249,-0.003249821410924326,6.132773481432043,0.0,0.0,1.0,0.0,0.0,0.0
31.897,0.3811126444540301,-0.003249829814142516,6.142867772801658,0.0,0.0,1.0,0.0,0.0,0.0
31.907,0.3811534600306521,-0.0032498360239105843,6.1529618734632745,0.0,0.0,1.0,0.0,0.0,0.0
31.917,0.3811942859897632,-0.0032498400506919605,6.163055783802492,0.0,0.0,1.0,0.0,0.0,0.0
31.927,0.3812351217135305,-0.0032498419044955586,6.173149504204123,0.0,0.0,1.0,0.0,0.0,0.0
31.937,0.3812759665816071,-0.0032498415949161214,6.183243035052207,0.0,0.0,1.0,0.0,0.0,0.0
31.947,0.38131681997105205,-0.003249839131174359,6.193336376730008,0.0,0.0,1.0,0.0,0.0,0.0
31.957,0.3813576812562767,-0.0032498345221567714,6.2034295296200055,0.0,0.0,1.0,0.0,0.0,0.0
31.967,0.3813985498090182,-0.0032498277764550503,6.213522494103914,0.0,0.0,1.0,0.0,0.0,0.0
31.977,0.3814394249983385,-0.003249818902404963,6.223615270562675,0.0,0.0,1.0,0.0,0.0,0.0
31.987,0.3814803061906481,-0.0032498079081246032,6.233707859376457,-0.2975105047225952,-0.012496180832386017,-0.5137608051300049,0.0,0.0,0.19241119921207428
31.997,0.38152116994565133,-0.003249795413947243,6.243743433292253,-0.2975105047225952,-0.012496180832386017,-0.5137608051300049,0.0,0.0,0.19241119921207428
32.007,0.3815617520405839,-0.0032497922713621737,6.253608002882444,-0.2715235948562622,-0.004345901310443878,-0.6310027241706848,0.0,0.0,0.16490036249160767
32.017,0.38160135162337194,-0.0032498284238356785,6.263208238718156,-0.2715235948562622,-0.004345901310443878,-0.6310027241706848,0.0,0.0,0.16490036249160767
32.027,0.3816389098013834,-0.0032499454170527814,6.27246697561593,-0.2715235948562622,-0.004345901310443878,-0.6310027241706848,0.0,0.0,0.16490036249160767
32.037,0.3816731320439718,-0.0032501869183002166,6.281325865267369,-0.2715235948562622,-0.004345901310443878,-0.6310027241706848,0.0,0.0,0.16490036249160767
32.047,0.3817025626668422,-0.00325059586035779,6.289741932429532,-0.2715235948562622,-0.004345901310443878,-0.6310027241706848,0.0,0.0,0.16490036249160767
32.057,0.38172561475962985,-0.0032512145899147218,6.29768471927481,-0.2673673927783966,-0.004759550094604492,-0.6645776033401489,0.0,0.0,0.16668754816055298
32.067,0.3817405949613,-0.0032520852465204647,6.305132658779987,-0.2673673927783966,-0.004759550094604492,-0.6645776033401489,0.0,0.0,0.16668754816055298
32.077,0.3817457057123124,-0.0032532508465065403,6.312071111350638,-0.2673673927783966,-0.004759550094604492,-0.6645776033401489,0.0,0.0,0.16668754816055298
32.087,0.38173900616967466,-0.0032547574339274314,6.31849257483788,-0.2673673927783966,-0.004759550094604492,-0.6645776033401489,0.0,0.0,0.16668754816055298
32.097,0.38171839620581033,-0.003256655000413388,6.324395252655382,-0.2673673927783966,-0.004759550094604492,-0.6645776033401489,0.0,0.0,0.16668754816055298
32.107,0.3816816058752051,-0.003258998043425259,6.329781874552078,-0.24773189425468445,-0.012954451143741608,-0.6976349353790283,0.0,0.0,0.17168325185775757
32.117,0.3816262440683099,-0.0032618447722937054,6.33465748338053,-0.24773189425468445,-0.012954451143741608,-0.6976349353790283,0.0,0.0,0.17168325185775757
32.127,0.38154982382012687,-0.0032652605415346165,6.33902863320691,-0.24773189425468445,-0.012954451143741608,-0.6976349353790283,0.0,0.0,0.17168325185775757
32.137,0.38144971602772926,-0.0032693248571413957,6.342904538654247,-0.24773189425468445,-0.012954451143741608,-0.6976349353790283,0.0,0.0,0.17168325185775757
32.147,0.381323166253535,-0.0032741334276279667,6.346296444465906,-0.24773189425468445,-0.012954451143741608,-0.6976349353790283,0.0,0.0,0.17168325185775757
32.157,0.3811673126423096,-0.0032797983917941254,6.349217111086622,-0.24773189425468445,-0.012954451143741608,-0.6976349353790283,0.0,0.0,0.17168325185775757
32.165,0.3809794334593312,-0.0032864425069730236,6.351676738386078,-0.3198840320110321,-0.0539829283952713,-0.795197606086731,0.0,0.0,0.1053987443447113
32.177,0.380756963505005,-0.0032942172680034505,6.353682591610705,-0.3198840320110321,-0.0539829283952713,-0.795197606086731,0.0,0.0,0.1053987443447113
32.187,0.3804971433234047,-0.003303340360017101,6.355244007701505,-0.3198840320110321,-0.0539829283952713,-0.795197606086731,0.0,0.0,0.1053987443447113
32.197,0.38019702161066166,-0.003314106443707365,6.356371888367344,-0.3198840320110321,-0.0539829283952713,-0.795197606086731,0.0,0.0,0.1053987443447113
32.207,0.3798534786804799,-0.003326887650980247,6.357078286175744,-0.3198840320110321,-0.0539829283952713,-0.795197606086731,0.0,0.0,0.1053987443447113
32.217,0.3794637621113705,-0.0033421063528534783,6.357369998991141,-0.3579476773738861,-0.15139342844486237,-0.9568889141082764,0.0,0.0,0.05478426814079285
