timestamp,x,y,z,quat_x,quat_y,quat_z,quat_w,vx,vy,vz,wx,wy,wz
939.259,0.9737904907420125,1.0070553483151095,7.0052029238525595,-5.5056917510869605e-06,-4.127070327765032e-06,-0.4430447292300204,0.8964995080055275,0.0,0.0,1.0,0.0,0.0,0.0
939.27,0.9738139225872949,1.0070253851681294,7.015276990524001,-5.534653874342659e-06,-4.232899837253274e-06,-0.443044738851391,0.8964995032500314,0.0,0.0,1.0,0.0,0.0,0.0
939.281,0.9738373325410629,1.006995459862706,7.025350907385556,-5.563779011313616e-06,-4.338383730950344e-06,-0.44304474841939223,0.8964994985208972,0.0,0.0,1.0,0.0,0.0,0.0
939.29,0.9738607204597525,1.0069655725105806,7.035424674740176,-5.593045344554801e-06,-4.4435382421504054e-06,-0.44304475793431713,0.8964994938179806,0.0,0.0,1.0,0.0,0.0,0.0
939.299,0.973884086200621,1.0069357232233611,7.045498292890198,-5.6224302457601325e-06,-4.5483768708937135e-06,-0.44304476739645676,0.8964994891411372,0.0,0.0,1.0,0.0,0.0,0.0
939.309,0.9739074296217034,1.0069059121124966,7.055571762137345,-5.651910370532541e-06,-4.652910439518479e-06,-0.4430447768061014,0.8964994844902244,0.0,0.0,1.0,0.0,0.0,0.0
939.319,0.9739307505817723,1.0068761392892447,7.065645082782732,-5.681461752708517e-06,-4.757147154483581e-06,-0.44304478616353943,0.8964994798650997,0.0,0.0,1.0,0.0,0.0,0.0
939.329,0.9739540489403016,1.006846404864638,7.075718255126865,-5.711059897976508e-06,-4.861092674119827e-06,-0.443044795469058,0.8964994752656212,0.0,0.0,1.0,0.0,0.0,0.0
939.339,0.973977324557436,1.0068167089494464,7.085791279469641,-5.740679876537231e-06,-4.964750181958891e-06,-0.44304480472294283,0.8964994706916483,0.0,0.0,1.0,0.0,0.0,0.0
939.349,0.9740005772939624,1.0067870516541357,7.095864156110352,-5.77029641456325e-06,-5.0681204652817315e-06,-0.4430448139254781,0.8964994661430404,0.0,0.0,1.0,0.0,0.0,0.0
939.359,0.9740238070112861,1.006757433088827,7.105936885347684,-5.799883984224971e-06,-5.171201998522202e-06,-0.4430448230769466,0.8964994616196583,0.0,0.0,1.0,0.0,0.0,0.0
939.369,0.9740470135714118,1.0067278533632484,7.11600946747972,-5.829416892060376e-06,-5.27399103115677e-06,-0.44304483217763,0.896499457121363,0.0,0.0,1.0,0.0,0.0,0.0
939.379,0.974070196836927,1.00669831258669,7.126081902803939,-5.858869365476278e-06,-5.37648167970752e-06,-0.4430448412278082,0.8964994526480167,0.0,0.0,1.0,0.0,0.0,0.0
939.389,0.9740933566709898,1.006668810867952,7.136154191617225,-5.888215637179908e-06,-5.4786660234832855e-06,-0.44304485022775975,0.8964994481994817,0.0,0.0,1.0,0.0,0.0,0.0
939.399,0.9741164929373212,1.006639348315294,7.146226334215849,-5.917430027350717e-06,-5.580534203682311e-06,-0.4430448591777619,0.8964994437756216,0.0,0.0,1.0,0.0,0.0,0.0
939.41,0.9741396055001982,1.0066099250363816,7.1562983308954955,-5.946487023373764e-06,-5.682074525479836e-06,-0.44304486807809046,0.8964994393763004,0.0,0.0,1.0,0.0,0.0,0.0
939.419,0.974162694224454,1.0065805411382356,7.166370181951244,-5.975361356967786e-06,-5.783273562724819e-06,-0.44304487692901995,0.8964994350013827,0.0,0.0,1.0,0.0,0.0,0.0
939.429,0.9741857589754779,1.0065511967271712,7.176441887677583,-6.004028078552818e-06,-5.884116264872149e-06,-0.44304488573082323,0.8964994306507341,0.0,0.0,1.0,0.0,0.0,0.0
939.439,0.9742087996192212,1.0065218919087464,7.186513448368401,-6.032462628714236e-06,-5.984586065779697e-06,-0.44304489448377227,0.896499426324221,0.0,0.0,1.0,0.0,0.0,0.0
939.45,0.9742318160222048,1.006492626787704,7.196584864316994,-6.060640906632253e-06,-6.084664994003677e-06,-0.44304490318813683,0.89649942202171,0.0,0.0,1.0,0.0,0.0,0.0
939.46,0.974254808051529,1.0064634014679126,7.206656135816067,-6.088539335358001e-06,-6.1843337842308656e-06,-0.443044911844186,0.8964994177430686,0.0,0.0,1.0,0.0,0.0,0.0
939.47,0.9742777755748877,1.0064342160523145,7.216727263157732,-6.1161349238295065e-06,-6.283571989492101e-06,-0.4430449204521872,0.8964994134881656,0.0,0.0,1.0,0.0,0.0,0.0
939.479,0.9743007184605839,1.0064050706428624,7.22679824663351,-6.143405325533122e-06,-6.3823580938084874e-06,-0.4430449290124064,0.8964994092568696,0.0,0.0,1.0,0.0,0.0,0.0
939.489,0.9743236365775478,1.006375965340467,7.236869086534334,-6.1703288937280525e-06,-6.480669624929368e-06,-0.44304493752510826,0.8964994050490501,0.0,0.0,1.0,0.0,0.0,0.0
939.501,0.9743465297953586,1.0063469002449383,7.24693978315055,-6.196884733163697e-06,-6.57848326682966e-06,-0.4430449459905562,0.8964994008645779,0.0,0.0,1.0,0.0,0.0,0.0
939.509,0.9743693979842654,1.00631787545493,7.257010336771917,-6.223052748231475e-06,-6.675774971643427e-06,-0.4430449544090119,0.8964993967033242,0.0,0.0,1.0,0.0,0.0,0.0
939.519,0.9743922410152137,1.0062888910678853,7.267080747687607,-6.24881368750465e-06,-6.772520070720536e-06,-0.4430449627807358,0.8964993925651605,0.0,0.0,1.0,0.0,0.0,0.0
939.529,0.9744150587598711,1.0062599471799822,7.277151016186207,-6.27414918463127e-06,-6.868693384503924e-06,-0.4430449711059872,0.8964993884499595,0.0,0.0,1.0,0.0,0.0,0.0
