timestamp,e_v_x,e_v_y,e_v_a,e_alpha
686.725,[-0.00307508 -0.07734974 -2.22307483],[ 0.56978146  0.49550681 -1.65021828],[ 1.26963209  1.19535743 -0.95036766],[4.29999273]
686.797,[ 0.00429579 -0.06997887 -2.21570396],[ 0.58054805  0.50627339 -1.6394517 ],[ 1.30373331  1.22945865 -0.91626643],[4.33229314]
686.873,[ 0.00966165 -0.06461301 -2.2103381 ],[ 0.59367661  0.51940195 -1.62632314],[ 1.33944787  1.26517321 -0.88055187],[4.38199914]
686.958,[ 0.01094874 -0.06332592 -2.20905101],[ 0.60717356  0.5328989  -1.61282619],[ 1.37323722  1.29896256 -0.84676253],[4.44868171]
687.036,[ 0.00744648 -0.06682818 -2.21255327],[ 0.61863996  0.5443653  -1.60135979],[ 1.41072704  1.33645239 -0.8092727 ],[4.51734286]
687.113,[-1.89534364e-03 -7.61700024e-02 -2.22189509e+00],[ 0.63179057  0.55751591 -1.58820917],[ 1.4485824   1.37430774 -0.77141734],[4.60666057]
687.182,[-0.00964899 -0.08392365 -2.22964874],[ 0.63946612  0.56519146 -1.58053363],[ 1.62701051  1.55273586 -0.59298923],[4.67254552]
687.257,[-0.01556147 -0.08983613 -2.23556122],[ 0.65148886  0.57721421 -1.56851088],[ 1.66635557  1.59208091 -0.55364418],[4.72759678]
687.339,[-0.02331656 -0.09759122 -2.24331631],[ 0.6671043   0.59282964 -1.55289545],[ 1.70433899  1.63006434 -0.51566075],[4.79838189]
687.414,[-0.026841   -0.10111566 -2.24684075],[ 0.68475705  0.61048239 -1.5352427 ],[ 1.74169136  1.6674167  -0.47830839],[4.85670413]
687.483,[-0.0283321  -0.10260676 -2.24833185],[ 0.69533947  0.62106481 -1.52466028],[ 1.78206125  1.70778659 -0.4379385 ],[4.88550615]
687.553,[-0.02750365 -0.10177831 -2.24750339],[ 0.69854739  0.62427273 -1.52145236],[ 1.82888056  1.75460591 -0.39111918],[4.88825867]
687.635,[-0.02652046 -0.10079512 -2.2465202 ],[ 0.69627772  0.62200306 -1.52372203],[ 1.96978248  1.89550782 -0.25021727],[4.87904723]
687.7,[-0.03120074 -0.10547539 -2.25120048],[ 0.69730868  0.62303402 -1.52269107],[ 2.01597643  1.94170177 -0.20402332],[-1.39342405]
687.773,[-0.03905814 -0.1133328  -2.25905789],[ 0.69687176  0.6225971  -1.52312798],[ 2.06229151  1.98801685 -0.15770824],[-1.37709823]
687.849,[-0.04492277 -0.11919743 -2.26492252],[ 0.69452229  0.62024763 -1.52547746],[ 2.10974335  2.0354687  -0.11025639],[-1.3703695]
687.927,[-0.04809505 -0.12236971 -2.2680948 ],[ 0.68856643  0.61429177 -1.53143331],[ 2.15887265  2.08459799 -0.0611271 ],[-1.37887412]
687.994,[-0.05062712 -0.12490178 -2.27062687],[ 0.68442211  0.61014745 -1.53557764],[2.34641626 2.2721416  0.12641651],[-1.3914734]
688.072,[-0.04675584 -0.1210305  -2.26675559],[ 0.67750976  0.6032351  -1.54248999],[2.39667846 2.3224038  0.17667871],[4.87086541]
688.149,[-0.04153838 -0.11581304 -2.26153812],[ 0.66472405  0.5904494  -1.55527569],[2.44526562 2.37099097 0.22526588],[4.82983269]
688.231,[-0.03835477 -0.11262942 -2.25835451],[ 0.65327771  0.57900306 -1.56672203],[2.49864951 2.42437486 0.27864977],[4.78881562]
688.309,[-0.03400447 -0.10827913 -2.25400422],[ 0.64013796  0.5658633  -1.57986179],[2.54624637 2.47197171 0.32624662],[4.74800411]
688.386,[-0.02908384 -0.1033585  -2.24908359],[ 0.63141005  0.55713539 -1.5885897 ],[2.59765787 2.52338321 0.37765812],[4.71257872]
688.463,[-0.02415899 -0.09843365 -2.24415874],[ 0.63037718  0.55610252 -1.58962257],[2.73629406 2.6620194  0.51629431],[4.69459409]
688.537,[-0.01913202 -0.09340668 -2.23913177],[ 0.66962234  0.59534768 -1.55037741],[2.77089024 2.69661558 0.5508905 ],[4.74793232]
688.616,[-0.01373022 -0.08800488 -2.23372997],[ 0.72412161  0.64984696 -1.49587813],[2.79290915 2.7186345  0.57290941],[-1.46377874]
688.68,[-0.01250447 -0.08677913 -2.23250421],[ 0.77806859  0.70379393 -1.44193116],[2.80808435 2.73380969 0.5880846 ],[-1.39623553]
688.752,[-0.01479755 -0.08907221 -2.2347973 ],[ 0.81833133  0.74405667 -1.40166842],[2.82077438 2.74649973 0.60077464],[-1.35143649]
688.824,[-0.02105111 -0.09532577 -2.24105085],[ 0.82888959  0.75461493 -1.39111016],[2.83339467 2.75912001 0.61339492],[-1.32791401]
688.899,[-0.02783616 -0.10211082 -2.24783591],[ 0.81964093  0.74536627 -1.40035882],[2.85058269 2.77630803 0.63058294],[-1.33266363]
688.965,[-0.03635668 -0.11063134 -2.25635643],[ 0.7969072   0.72263254 -1.42309255],[2.86863749 2.79436283 0.64863774],[-1.34576067]
689.044,[-0.05485948 -0.12913413 -2.27485922],[ 0.74063254  0.66635788 -1.47936721],[2.89392084 2.81964619 0.6739211 ],[-1.3828751]
689.124,[-0.05465417 -0.12892883 -2.27465391],[ 0.71608156  0.6418069  -1.50391819],[2.90199611 2.82772145 0.68199636],[-1.41170137]
689.204,[-0.05015657 -0.12443123 -2.27015632],[ 0.69416258  0.61988793 -1.52583716],[2.9045891  2.83031444 0.68458935],[-1.43858514]
689.284,[-0.03123396 -0.10550862 -2.25123371],[ 0.61184283  0.53756817 -1.60815692],[2.91104045 2.83676579 0.69104071],[4.6754146]
689.37,[-0.02167682 -0.09595148 -2.24167657],[ 0.58255669  0.50828203 -1.63744306],[2.91182317 2.83754851 0.69182343],[4.57206427]
689.454,[-0.02129884 -0.0955735  -2.24129859],[ 0.54996141  0.47568675 -1.67003834],[2.91026492 2.83599026 0.69026518],[4.47025455]
689.525,[-0.01327201 -0.08754667 -2.23327176],[ 0.46275227  0.38847761 -1.75724748],[2.90309224 2.82881758 0.68309249],[3.98530792]
689.596,[-0.02455845 -0.0988331  -2.24455819],[ 0.4350459   0.36077124 -1.78495385],[2.89768033 2.82340567 0.67768059],[3.86155437]
689.667,[-0.03575538 -0.11003003 -2.25575512],[ 0.40812265  0.33384799 -1.8118771 ],[2.89469995 2.82042529 0.6747002 ],[3.71976584]
689.737,[-0.04844709 -0.12272175 -2.26844684],[ 0.37823032  0.30395567 -1.84176942],[2.884844   2.81056934 0.66484425],[3.47385158]
689.821,[-0.05461262 -0.12888728 -2.27461236],[ 0.36472051  0.29044585 -1.85527924],[2.88194574 2.80767108 0.661946  ],[3.33990369]
689.898,[-0.04430655 -0.11858121 -2.2643063 ],[ 0.34831058  0.27403592 -1.87168916],[2.87733216 2.8030575  0.65733241],[3.0946234]
689.974,[-0.01064081 -0.08491547 -2.23064056],[ 0.32630089  0.25202623 -1.89369886],[2.86795505 2.7936804  0.64795531],[2.67131946]
690.041,[-1.93889706e-03 -7.62135559e-02 -2.22193864e+00],[ 0.31785642  0.24358177 -1.90214332],[2.86641957 2.79214491 0.64641982],[2.57353043]
690.112,[ 0.00268628 -0.07158838 -2.21731347],[ 0.31235255  0.23807789 -1.90764719],[2.86501025 2.79073559 0.6450105 ],[2.49029442]
690.18,[-2.11538014e-03 -7.63900389e-02 -2.22211513e+00],[ 0.33554886  0.2612742  -1.88445089],[2.85806754 2.78379289 0.6380678 ],[2.13240348]
690.263,[ 5.21759854e-05 -7.42224828e-02 -2.21994757e+00],[ 0.3438166   0.26954194 -1.87618315],[2.85678803 2.78251337 0.63678828],[2.04350663]
690.334,[-1.19867904e-04 -7.43945267e-02 -2.22011962e+00],[ 0.35083316  0.2765585  -1.86916659],[2.85528471 2.78101005 0.63528496],[1.96234933]
