timestamp,e_v_x,e_v_y,e_v_a,e_alpha
183.828,[-0.00262784 -0.0769025  -2.22262759],[ 0.64265092  0.56837626 -1.57734883],[ 1.29336795  1.21909329 -0.92663179],[4.68160642]
183.876,[-2.13604312e-03 -7.64107019e-02 -2.22213579e+00],[ 0.64041528  0.56614062 -1.57958447],[ 1.33418714  1.25991248 -0.88581261],[4.67640379]
183.925,[-0.00272568 -0.07700034 -2.22272543],[ 0.64161316  0.5673385  -1.57838659],[ 1.38529956  1.3110249  -0.83470018],[4.67936504]
183.977,[-0.00273448 -0.07700914 -2.22273422],[ 0.63882122  0.56454656 -1.58117852],[ 1.43015578  1.35588112 -0.78984397],[4.67481017]
184.031,[-0.00274846 -0.07702312 -2.2227482 ],[ 0.63616796  0.5618933  -1.58383179],[ 1.47418454  1.39990988 -0.7458152 ],[4.67029061]
184.08,[-0.00276021 -0.07703487 -2.22275996],[ 0.63638049  0.56210583 -1.58361926],[ 1.51696893  1.44269427 -0.70303081],[4.67692303]
184.131,[-0.00279411 -0.07706877 -2.22279386],[ 0.63645978  0.56218512 -1.58353997],[ 1.56878764  1.49451298 -0.65121211],[4.67112232]
184.181,[-0.0028301  -0.07710476 -2.22282985],[ 0.63617895  0.56190429 -1.5838208 ],[ 1.61659671  1.54232205 -0.60340304],[4.67710997]
184.231,[-0.00287597 -0.07715063 -2.22287572],[ 0.63768119  0.56340653 -1.58231855],[ 1.66206056  1.5877859  -0.55793919],[4.67262227]
184.282,[-0.00293341 -0.07720807 -2.22293316],[ 0.63556726  0.5612926  -1.58443249],[ 1.70552506  1.6312504  -0.51447469],[4.67061499]
184.327,[-0.00302315 -0.07729781 -2.22302289],[ 0.63855609  0.56428143 -1.58144366],[ 1.75808135  1.68380669 -0.4619184 ],[4.67920205]
184.378,[-0.00309622 -0.07737088 -2.22309597],[ 0.63136413  0.55708947 -1.58863562],[ 1.7914667   1.71719204 -0.42853305],[4.6633559]
184.426,[-8.69227019e-04 -7.51438858e-02 -2.22086897e+00],[ 0.63315995  0.55888529 -1.5868398 ],[ 1.84482783  1.77055317 -0.37517192],[4.65467553]
184.478,[-0.00334917 -0.07762383 -2.22334892],[ 0.63310872  0.55883406 -1.58689103],[ 1.89577655  1.82150189 -0.3242232 ],[4.66724775]
184.53,[-0.00346534 -0.07774    -2.22346509],[ 0.63130197  0.55702731 -1.58869778],[ 1.93332408  1.85904943 -0.28667566],[4.66437236]
184.579,[ 7.80585590e-05 -7.41966003e-02 -2.21992169e+00],[ 0.63255762  0.55828296 -1.58744213],[ 1.98239386  1.9081192  -0.23760589],[4.65953039]
184.63,[ 2.42794756e-05 -7.42503793e-02 -2.21997547e+00],[ 0.6300683   0.55579364 -1.58993145],[ 2.03410438  1.95982973 -0.18589536],[4.65601218]
184.679,[-2.80535492e-05 -7.43027124e-02 -2.22002780e+00],[ 0.63529214  0.56101748 -1.58470761],[ 2.0849402   2.01066554 -0.13505955],[4.66594544]
184.729,[-7.67800417e-05 -7.43514389e-02 -2.22007653e+00],[ 0.63354459  0.55926993 -1.58645516],[ 2.1226753   2.04840064 -0.09732445],[4.66221233]
184.777,[-1.18210145e-04 -7.43928690e-02 -2.22011796e+00],[ 0.6313288   0.55705414 -1.58867095],[ 2.16992935  2.09565469 -0.0500704 ],[4.6582119]
184.826,[-1.50953429e-04 -7.44256122e-02 -2.22015070e+00],[ 0.62900248  0.55472782 -1.59099727],[ 2.21933130e+00  2.14505664e+00 -6.68444175e-04],[4.65395435]
184.881,[-1.73916996e-04 -7.44485758e-02 -2.22017366e+00],[ 0.63501195  0.56073729 -1.5849878 ],[2.27101757 2.19674291 0.05101782],[4.66451177]
184.93,[-1.85618354e-04 -7.44602772e-02 -2.22018537e+00],[ 0.63321584  0.55894118 -1.58678391],[2.3113623  2.23708764 0.09136256],[4.66022734]
184.98,[-0.00456268 -0.07883734 -2.22456243],[ 0.62715323  0.55287857 -1.59284652],[2.3534756  2.27920094 0.13347585],[4.65867562]
185.03,[-0.00466431 -0.07893897 -2.22466406],[ 0.63340699  0.55913233 -1.58659276],[2.41140426 2.33712961 0.19140452],[4.66910773]
185.084,[-1.55206229e-04 -7.44298650e-02 -2.22015495e+00],[ 0.62753684  0.55326218 -1.59246291],[2.44161562 2.36734096 0.22161587],[4.65048613]
