timestamp,x,y,z,quat_x,quat_y,quat_z,quat_w,vx,vy,vz,wx,wy,wz
22.459,0.9796049225155433,1.0039166388630327,7.001342324110107,3.1338826665627974e-07,-7.4659510953517155e-06,-0.008910667188622856,0.9999602991891303,0.0,0.0,1.0,0.0,0.0,0.0
22.469,0.9796426420905963,1.0039158045813596,7.011416183777486,3.095636511082587e-07,-7.566211962072944e-06,-0.008910656748868496,0.9999602992814068,0.0,0.0,1.0,0.0,0.0,0.0
22.479,0.9796803158745193,1.003914970513645,7.021489894053687,3.0585661835710917e-07,-7.6663654366529e-06,-0.008910646367520229,0.9999602993731532,0.0,0.0,1.0,0.0,0.0,0.0
22.489,0.9797179437074338,1.0039141366686684,7.031563455240805,3.022603511042584e-07,-7.766395303930511e-06,-0.008910636044252214,0.9999602994643731,0.0,0.0,1.0,0.0,0.0,0.0
22.499,0.9797555254298322,1.003913303054984,7.0416368676403325,2.987680058105473e-07,-7.86628304371122e-06,-0.008910625778740399,0.9999602995550693,0.0,0.0,1.0,0.0,0.0,0.0
22.509,0.979793060882615,1.0039124696809358,7.051710131553146,2.953727324041779e-07,-7.966007968674292e-06,-0.008910615570662512,0.9999602996452447,0.0,0.0,1.0,0.0,0.0,0.0
22.519,0.9798305499071307,1.0039116365546683,7.061783247279515,2.9206769350067275e-07,-8.065547364925375e-06,-0.008910605419698044,0.9999602997349025,0.0,0.0,1.0,0.0,0.0,0.0
22.529,0.9798679923452212,1.0039108036841426,7.071856215119106,2.8884608309193667e-07,-8.164876634714728e-06,-0.008910595325528238,0.9999602998240461,0.0,0.0,1.0,0.0,0.0,0.0
22.539,0.9799053880392686,1.0039099710771462,7.081929035370974,2.857011446641488e-07,-8.263969440847406e-06,-0.008910585287836085,0.9999602999126784,0.0,0.0,1.0,0.0,0.0,0.0
22.549,0.979942736832249,1.0039091387413075,7.092001708333575,2.826261887069104e-07,-8.362797852318947e-06,-0.008910575306306297,0.9999603000008023,0.0,0.0,1.0,0.0,0.0,0.0
22.559,0.9799800385677855,1.003908306684108,7.102074234304757,2.7961460957880344e-07,-8.46133249071871e-06,-0.00891056538062533,0.9999603000884213,0.0,0.0,1.0,0.0,0.0,0.0
22.569,0.9800172930902069,1.0039074749128951,7.1121466135817695,2.7665990169727917e-07,-8.559542676952228e-06,-0.008910555510481344,0.9999603001755382,0.0,0.0,1.0,0.0,0.0,0.0
22.579,0.9800545002446068,1.0039066434348938,7.122218846461258,2.7375567502357517e-07,-8.657396577844904e-06,-0.00891054569556421,0.9999603002621564,0.0,0.0,1.0,0.0,0.0,0.0
22.589,0.9800916598769068,1.0039058122572186,7.132290933239273,2.708956698161602e-07,-8.754861352200797e-06,-0.008910535935565494,0.999960300348279,0.0,0.0,1.0,0.0,0.0,0.0
22.599,0.9801287718339207,1.0039049813868863,7.142362874211263,2.680737706290015e-07,-8.851903295902883e-06,-0.008910526230178446,0.9999603004339089,0.0,0.0,1.0,0.0,0.0,0.0
22.609,0.9801658359634199,1.003904150830826,7.152434669672082,2.6528401953374884e-07,-8.948487985654699e-06,-0.008910516579098004,0.9999603005190496,0.0,0.0,1.0,0.0,0.0,0.0
22.619,0.9802028521142008,1.0039033205958905,7.162506319915984,2.6252062854771024e-07,-9.044580420977425e-06,-0.00891050698202076,0.999960300603704,0.0,0.0,1.0,0.0,0.0,0.0
