timestamp,e_v_x,e_v_y,e_v_a,e_alpha
449.759,[-0.01293382 -0.08720848 -4.23293357],[ 0.67525243  0.60097777 -3.54474732],[6.95553665 6.88126199 2.7355369 ],[4.74364796]
449.805,[-0.01190846 -0.08618312 -4.23190821],[ 0.66759261  0.59331795 -3.55240714],[7.01720254 6.94292788 2.79720279],[4.71880638]
449.855,[-0.00628768 -0.08056234 -4.22628743],[ 0.66763082  0.59335616 -3.55236893],[7.04450202 6.97022736 2.82450227],[4.68476696]
449.906,[-6.05599288e-04 -7.48802581e-02 -4.22060535e+00],[ 0.6729443   0.59866964 -3.54705545],[7.10061872 7.02634407 2.88061898],[4.68615072]
449.958,[-4.43540330e-06 -7.42790942e-02 -4.22000418e+00],[ 0.67252425  0.59824959 -3.54747549],[7.1665104  7.09223575 2.94651066],[4.68664895]
450.011,[-4.12562249e-06 -7.42787844e-02 -4.22000387e+00],[ 0.67215809  0.59788344 -3.54784165],[7.23430474 7.16003008 3.01430499],[4.68663723]
450.059,[-3.90844884e-06 -7.42785673e-02 -4.22000366e+00],[ 0.6721552   0.59788054 -3.54784455],[7.23430506 7.1600304  3.01430532],[4.68663016]
450.111,[-3.59671920e-06 -7.42782555e-02 -4.22000334e+00],[ 0.67215129  0.59787663 -3.54784846],[7.2343055  7.16003084 3.01430575],[4.68662058]
450.158,[-2.40385826e-04 -7.45150446e-02 -4.22024013e+00],[ 0.67139962  0.59712496 -3.54860013],[7.28518783 7.21091317 3.06518809],[4.68492514]
450.211,[-0.00538428 -0.07965894 -4.22538403],[ 0.675105    0.60083034 -3.54489475],[7.41448596 7.3402113  3.19448622],[4.66869094]
450.261,[-0.01111997 -0.08539463 -4.23111972],[ 0.67329323  0.59901857 -3.54670652],[7.47748575 7.40321109 3.257486  ],[4.6817242]
450.32,[-0.01000932 -0.08428397 -4.23000906],[ 0.60100711  0.52673246 -3.61899263],[7.51117451 7.43689985 3.29117476],[4.52246929]
450.385,[-3.46291301e-03 -7.77375718e-02 -4.22346266e+00],[ 0.55483844  0.48056378 -3.66516131],[7.54787573 7.47360107 3.32787598],[4.34764885]
450.44,[ 0.02936633 -0.04490833 -4.19063342],[ 0.54950526  0.4752306  -3.67049449],[7.59772119 7.52344653 3.37772144],[4.15514891]
450.497,[ 0.04690749 -0.02736716 -4.17309225],[ 0.58208993  0.50781528 -3.63790981],[7.64947945 7.57520479 3.4294797 ],[4.05063157]
450.564,[ 0.0542105  -0.02006415 -4.16578924],[ 0.58709692  0.51282226 -3.63290283],[7.57267903 7.49840437 3.35267929],[3.93229736]
450.626,[ 0.03043371 -0.04384095 -4.18956604],[ 0.61990046  0.5456258  -3.60009929],[7.62189109 7.54761643 3.40189134],[3.95280378]
450.694,[ 2.35362228e-03 -7.19210365e-02 -4.21764613e+00],[ 0.66390281  0.58962815 -3.55609693],[7.61875894 7.54448428 3.39875919],[4.13325544]
450.757,[-0.03024677 -0.10452143 -4.25024652],[ 0.70409685  0.6298222  -3.51590289],[7.58152749 7.50725283 3.36152774],[4.29466602]
450.822,[-0.05935526 -0.13362992 -4.27935501],[ 0.75080694  0.67653229 -3.4691928 ],[7.55045987 7.47618521 3.33046012],[-1.78492306]
450.887,[-0.08245746 -0.15673212 -4.3024572 ],[ 0.78329542  0.70902076 -3.43670432],[7.53639404 7.46211938 3.31639429],[-1.62346751]
450.954,[-0.10332113 -0.17759578 -4.32332087],[ 0.80582502  0.73155036 -3.41417473],[7.47945464 7.40517998 3.25945489],[-1.4862948]
