timestamp,e_v_x,e_v_y,e_v_a,e_alpha
15.206,[ 1.41064115e-05 -7.42605524e-02 -2.21998564e+00],[ 0.61768585  0.54341119 -1.6023139 ],[4.88394732 4.80967266 2.66394757],[4.63108856]
15.255,[ 1.33264785e-05 -7.42613323e-02 -2.21998642e+00],[ 0.61766908  0.54339442 -1.60233067],[4.88394965 4.80967499 2.6639499 ],[4.63105102]
15.309,[ 1.28356901e-05 -7.42618231e-02 -2.21998691e+00],[ 0.63222528  0.55795063 -1.58777446],[5.07380924 4.99953458 2.85380949],[4.65531052]
15.358,[ 1.21802845e-05 -7.42624785e-02 -2.21998757e+00],[ 0.6322073   0.55793264 -1.58779245],[5.07381172 4.99953706 2.85381197],[4.65527083]
15.408,[ 1.18421721e-05 -7.42628166e-02 -2.21998791e+00],[ 0.6310068   0.55673215 -1.58899294],[5.14100967 5.06673501 2.92100992],[4.6552331]
15.457,[ 0.007698   -0.06657666 -2.21230175],[ 0.61342534  0.53915068 -1.60657441],[5.14335569 5.06908103 2.92335594],[4.5964601]
15.509,[ 0.00720614 -0.06706852 -2.21279361],[ 0.60274229  0.52846763 -1.61725746],[5.21846344 5.14418879 2.9984637 ],[4.54660154]
15.558,[ 0.00893226 -0.0653424  -2.21106749],[ 0.59999962  0.52572496 -1.62000013],[5.21202624 5.13775158 2.99202649],[4.50890563]
15.606,[ 0.00529891 -0.06897575 -2.21470083],[ 0.60338544  0.52911078 -1.61661431],[5.18958855 5.11531389 2.9695888 ],[4.44521899]
15.658,[ 0.00600899 -0.06826566 -2.21399075],[ 0.60645744  0.53218278 -1.61354231],[5.29590501 5.22163035 3.07590526],[4.41322925]
15.709,[-1.88001380e-03 -7.61546726e-02 -2.22187976e+00],[ 0.60076548  0.52649082 -1.61923427],[5.28766602 5.21339136 3.06766627],[4.3777584]
15.756,[-0.00608629 -0.08036095 -2.22608604],[ 0.61060012  0.53632546 -1.60939963],[5.2602907  5.18601604 3.04029095],[4.36680973]
15.809,[-0.00923419 -0.08350885 -2.22923394],[ 0.6079606   0.53368594 -1.61203915],[5.25167314 5.17739848 3.03167339],[4.31927065]
15.854,[-0.01170838 -0.08598304 -2.23170813],[ 0.6110745   0.53679984 -1.60892525],[5.21663747 5.14236281 2.99663772],[4.30942581]
15.907,[-0.01573163 -0.09000629 -2.23573138],[ 0.60377375  0.52949909 -1.616226  ],[5.18703651 5.11276185 2.96703676],[4.28410782]
