timestamp,x,y,z,quat_x,quat_y,quat_z,quat_w,vx,vy,vz,wx,wy,wz
15.176,0.37473403218626666,-0.0007775341412546089,6.005745650477921,-1.548624678766448e-06,3.988700438649379e-05,0.0005157431923853945,0.9999998662077851,0.0,0.0,1.0,0.0,0.0,0.0
15.186,0.37477312900008614,-0.0007776929121654441,6.01584746874044,-1.5257376186097298e-06,3.9414485039258316e-05,0.0005157454160829171,0.9999998662254092,0.0,0.0,1.0,0.0,0.0,0.0
15.196,0.37481227162042535,-0.000777848549207223,6.0259490810747565,-1.5034474190590888e-06,3.895268290160769e-05,0.0005157476270928074,0.9999998662423978,0.0,0.0,1.0,0.0,0.0,0.0
15.206,0.37485145909809003,-0.0007780010987110637,6.0360504878973025,-1.4817713793260202e-06,3.850123556792352e-05,0.000515749825488321,0.9999998662587795,0.0,0.0,1.0,0.0,0.0,0.0
15.216,0.3748906905051168,-0.0007781506057669955,6.046151689623672,-1.4607247387717745e-06,3.805977016513594e-05,0.0005157520113423206,0.9999998662745826,0.0,0.0,1.0,0.0,0.0,0.0
15.226,0.37492996493401926,-0.0007782971141957546,6.056252686668617,-1.4403206860248524e-06,3.7627904659629656e-05,0.0005157541847272789,0.9999998662898347,0.0,0.0,1.0,0.0,0.0,0.0
15.236,0.37496928149701697,-0.0007784406665245959,6.0663534794460485,-1.420570373775603e-06,3.7205249157426076e-05,0.0005157563457152778,0.9999998663045627,0.0,0.0,1.0,0.0,0.0,0.0
15.246,0.3750086393252488,-0.0007785813039670825,6.076454068369043,-1.4014829390586008e-06,3.679140719400711e-05,0.0005157584943780122,0.999999866318793,0.0,0.0,1.0,0.0,0.0,0.0
15.256,0.3750480375679749,-0.0007787190664068161,6.086554453849834,-1.383065528822513e-06,3.638597701026997e-05,0.0005157606307867893,0.9999998663325509,0.0,0.0,1.0,0.0,0.0,0.0
15.266,0.37508747539176795,-0.0007788539923850479,6.096654636299826,-1.3653233305771026e-06,3.5988552811233606e-05,0.0005157627550125306,0.9999998663458614,0.0,0.0,1.0,0.0,0.0,0.0
15.276,0.37512695197969803,-0.0007789861190921103,6.106754616129585,-1.3482596078977562e-06,3.559872600425433e-05,0.0005157648671257728,0.9999998663587485,0.0,0.0,1.0,0.0,0.0,0.0
15.286,0.3751664665305114,-0.0007791154823625923,6.11685439374885,-1.3318757405595961e-06,3.5216086413651614e-05,0.0005157669671966678,0.9999998663712355,0.0,0.0,1.0,0.0,0.0,0.0
15.296,0.37520601825780814,-0.0007792421166741818,6.126953969566529,-1.3161712690657374e-06,3.4840223468793985e-05,0.0005157690552949832,0.9999998663833451,0.0,0.0,1.0,0.0,0.0,0.0
15.306,0.37524560638921894,-0.0007793660551500773,6.137053343990696,-1.3011439433276529e-06,3.447072736284854e-05,0.0005157711314901034,0.9999998663950991,0.0,0.0,1.0,0.0,0.0,0.0
15.316,0.37528523016558407,-0.0007794873295648765,6.147152517428606,-1.2867897752498611e-06,3.410719017955503e-05,0.0005157731958510285,0.9999998664065183,0.0,0.0,1.0,0.0,0.0,0.0
15.326,0.3753248888401372,-0.0007796059703538322,6.157251490286684,-1.2731030949662786e-06,3.3749206985547366e-05,0.0005157752484463747,0.9999998664176228,0.0,0.0,1.0,0.0,0.0,0.0
15.336,0.3753645816776953,-0.0007797220066253635,6.167350262970531,-1.260076610471551e-06,3.3396376885909976e-05,0.0005157772893443753,0.9999998664284322,0.0,0.0,1.0,0.0,0.0,0.0
15.346,0.3754043079538573,-0.0007798354661767029,6.177448835884926,-1.2477014703875012e-06,3.3048304040823286e-05,0.0005157793186128785,0.9999998664389648,0.0,0.0,1.0,0.0,0.0,0.0
15.356,0.3754440669542135,-0.0007799463755125539,6.187547209433828,-1.23596732960249e-06,3.2704598641322146e-05,0.0005157813363193495,0.9999998664492386,0.0,0.0,1.0,0.0,0.0,0.0
15.366,0.3754838579735676,-0.0007800547598666272,6.197645384020378,-1.2248624175199474e-06,3.23648778423614e-05,0.0005157833425308675,0.9999998664592702,0.0,0.0,1.0,0.0,0.0,0.0
15.376,0.37552368031517286,-0.0007801606432259212,6.207743360046898,-1.2143736086516169e-06,3.202876665155457e-05,0.0005157853373141275,0.9999998664690757,0.0,0.0,1.0,0.0,0.0,0.0
15.386,0.37556353328998465,-0.0007802640483576061,6.2178411379148955,-1.204486495291093e-06,3.1695898772123105e-05,0.0005157873207354388,0.9999998664786706,0.0,0.0,1.0,0.0,0.0,0.0
15.396,0.3756034162159306,-0.0007803649968383665,6.227938718025061,-1.1951854620040702e-06,3.1365917398766005e-05,0.0005157892928607241,0.9999998664880692,0.0,0.0,1.0,0.0,0.0,0.0
15.406,0.3756433284172,-0.0007804635090860561,6.238036100777277,-1.18645376167326e-06,3.103847596533028e-05,0.00051579125375552,0.9999998664972851,0.0,0.0,1.0,0.0,0.0,0.0
15.416,0.3756832633803168,-0.0007805577456971138,6.248093949303981,-1.8514352675185824e-05,-6.542998304137198e-06,0.0005175556100848692,0.9999998658752902,-0.12353643774986267,0.05709341913461685,-0.6833206415176392,0.0,0.0,0.2757330536842346
15.426,0.37572313822569886,-0.0007806127470076754,6.257984528258659,-0.00010093000083554036,-0.0001838856989174934,0.0005269455131416223,0.9999998391637925,-0.12353643774986267,0.05709341913461685,-0.6833206415176392,0.0,0.0,0.2757330536842346
15.436,0.37576270490434505,-0.0007805181788567278,6.267601040894169,-0.00025816462683597117,-0.0005289180613590777,0.0005485321223476672,0.999999676354558,-0.11506381630897522,0.04172671586275101,-0.8013930320739746,0.0,0.0,0.1720173954963684
