timestamp,x,y,z,quat_x,quat_y,quat_z,quat_w,vx,vy,vz,wx,wy,wz
30.085,0.38317676105581155,-0.0011398181789983488,2.0055179037545687,8.577973930336675e-06,0.00031917102331169875,0.00033438296179498804,0.9999998931221499,0.0,0.0,1.0,0.0,0.0,0.0
30.095,0.38305121383718777,-0.0011392763297495758,2.0157336705241455,8.447395154650303e-06,0.00029980728277926937,0.00033439207457865535,0.9999998991130825,0.0,0.0,1.0,0.0,0.0,0.0
30.105,0.38292636331807123,-0.001138751132870111,2.025949384049745,8.285896134539786e-06,0.000281259491234135,0.00033440109981560816,0.999999904500169,0.0,0.0,1.0,0.0,0.0,0.0
30.115,0.382802172263675,-0.0011382422730864333,2.036165025527281,8.094988672240255e-06,0.0002635642041337066,0.0003344100382332217,0.99999990931915,0.0,0.0,1.0,0.0,0.0,0.0
30.125,0.38267860515572505,-0.0011377493777431787,2.04638057712364,7.876225610408258e-06,0.00024675435876722975,0.0003344188905859164,0.9999999136071249,0.0,0.0,1.0,0.0,0.0,0.0
30.135,0.3825556282559186,-0.0011372720198451086,2.0565960219287587,7.631195370635372e-06,0.0002308592781479447,0.00033442765765395743,0.9999999174019468,0.0,0.0,1.0,0.0,0.0,0.0
30.145,0.382433209662201,-0.0011368097211676162,2.0668113439100892,7.361516541221751e-06,0.00021590468499730126,0.00033443634024230056,0.9999999207416517,0.0,0.0,1.0,0.0,0.0,0.0
30.155,0.38231131935789525,-0.0011363619554252437,2.0770265278692963,7.068832527359243e-06,0.0002019127254984646,0.00033444493917947593,0.99999992366393,0.0,0.0,1.0,0.0,0.0,0.0
30.165,0.38218992925373674,-0.0011359281514877872,2.0872415594011007,6.7548062763072e-06,0.00018890200248144304,0.00033445345531650663,0.9999999262056435,0.0,0.0,1.0,0.0,0.0,0.0
30.175,0.3820690132228844,-0.0011355076966337392,2.097456424854148,6.421115089573397e-06,0.00017688761768856143,0.00033446188952585237,0.9999999284023897,0.0,0.0,1.0,0.0,0.0,0.0
30.185,0.38194854712899795,-0.0011350999398309603,2.107671111293808,6.0694455335391125e-06,0.0001658812227566396,0.00033447024270037603,0.9999999302881168,0.0,0.0,1.0,0.0,0.0,0.0
30.195,0.38182850884748637,-0.001134704195034681,2.1178856064668006,5.701488459393353e-06,0.00015589107854106231,0.00033447851575232727,0.9999999318947913,0.0,0.0,1.0,0.0,0.0,0.0
30.205,0.3817088782800508,-0.0011343197444931403,2.1280998987675614,5.318934142669109e-06,0.0001469221223969052,0.0003344867096123398,0.9999999332521179,0.0,0.0,1.0,0.0,0.0,0.0
30.215,0.38158963736266055,-0.0011339458420514,2.138313977206259,4.923467552108705e-06,0.00013897604302336473,0.0003344948252284374,0.9999999343873133,0.0,0.0,1.0,0.0,0.0,0.0
30.225,0.38147077006711383,-0.0011335817164441324,2.1485278313783853,4.516763757034146e-06,0.00013205136246989004,0.00033450286356504616,0.9999999353249335,0.0,0.0,1.0,0.0,0.0,0.0
30.235,0.38135226239635084,-0.001133226574568435,2.1587414514358274,4.100483481881382e-06,0.00012614352489559308,0.0003345108256020086,0.9999999360867504,0.0,0.0,1.0,0.0,0.0,0.0
30.245,0.38123410237370037,-0.0011328796047280314,2.168954828059369,3.676268816124826e-06,0.00012124499166768159,0.00033451871233359745,0.9999999366916822,0.0,0.0,1.0,0.0,0.0,0.0
30.255,0.3811162800262499,-0.0011325399798405046,2.1791679524325307,3.245739087620807e-06,0.00011734534237976822,0.00033452652476751896,0.9999999371557681,0.0,0.0,1.0,0.0,0.0,0.0
30.265,0.3809987873625463,-0.001132206860599534,2.189380816216689,2.810486907980966e-06,0.00011443138136684055,0.0003345342639238983,0.9999999374921914,0.0,0.0,1.0,0.0,0.0,0.0
30.275,0.3808816183448384,-0.001131879398584441,2.199593411527418,2.3720744025102245e-06,0.00011248724928985363,0.0003345419308342017,0.9999999377113423,0.0,0.0,1.0,0.0,0.0,0.0
30.285,0.38076476885608984,-0.0011315567393097234,2.209805730911988,1.932029663470382e-06,0.00011149453935340241,0.0003345495265398932,0.9999999378209228,0.0,0.0,1.0,0.0,0.0,0.0
30.295,0.38064823666199216,-0.0011312380252077175,2.220017767327956,1.4918438227769395e-06,0.00011143241744861704,0.0003345570520884258,0.999999937826083,0.0,0.0,1.0,0.0,0.0,0.0
30.305,0.3805320213682202,-0.0011309223985391656,2.2302295141228203,1.0529709239528587e-06,0.00011227773921978483,0.0003345645085132824,0.9999999377295933,0.0,0.0,1.0,0.0,0.0,0.0
30.315,0.3804161243731615,-0.0011306090042304579,2.240440965014656,6.168253686374181e-07,0.00011400515629531529,0.0003345718968301454,0.999999937532043,0.0,0.0,1.0,0.0,0.0,0.0
30.325,0.3803005488163407,-0.0011302969926320927,2.2506521140737115,1.847750457758301e-07,0.00011658724006841636,0.0003345792180605638,0.9999999372320622,0.0,0.0,1.0,0.0,0.0,0.0
30.335,0.3801852995227831,-0.0011299855221866444,2.2608629557048894,-2.4186224017704915e-07,0.00011999461935345893,0.0003345864732365914,0.9999999368265605,0.0,0.0,1.0,0.0,0.0,0.0
30.345,0.3800703829435929,-0.0011296737619987105,2.271073484631094,-6.618213983947271e-07,0.00012419612084059133,0.00033459366340019404,0.999999936310981,0.0,0.0,1.0,0.0,0.0,0.0
30.355,0.37995580709302373,-0.0011293608943016356,2.281283695877395,-1.0738923955012102e-06,0.00012915891142983816,0.00033460078960216723,0.999999935679565,-0.18784570693969727,-0.01225282996892929,0.39318612217903137,0.0,0.0,0.04954645037651062
