timestamp,e_v_x,e_v_y,e_v_a,e_alpha
38.611,[-6.47644317e-05 -7.43394232e-02 -2.22006451e+00],[ 0.63462392  0.56034926 -1.58537583],[4.94537601 4.87110135 2.72537626],[4.66395794]
38.661,[-5.97937621e-05 -7.43344526e-02 -2.22005954e+00],[ 0.61764364  0.54336898 -1.60235611],[4.88395318 4.80967852 2.66395343],[4.63116261]
38.709,[-5.84569125e-05 -7.43331157e-02 -2.22005820e+00],[ 0.63220388  0.55792922 -1.58779587],[5.07381219 4.99953753 2.85381244],[4.6554244]
38.758,[-5.55531094e-05 -7.43302119e-02 -2.22005530e+00],[ 0.6321866   0.55791194 -1.58781315],[5.07381457 4.99953991 2.85381482],[4.65537819]
38.81,[-5.40251019e-05 -7.43286839e-02 -2.22005377e+00],[ 0.63098638  0.55671172 -1.58901337],[5.14101239 5.06673773 2.92101264],[4.65533549]
38.867,[-5.20990448e-05 -7.43267579e-02 -2.22005185e+00],[ 0.63096698  0.55669232 -1.58903277],[5.14101498 5.06674032 2.92101523],[4.65528729]
38.913,[ 0.00594989 -0.06832477 -2.21404986],[ 0.61883582  0.54456116 -1.60116393],[5.21049419 5.13621953 2.99049444],[4.61709706]
38.959,[ 0.01562471 -0.05864995 -2.20437503],[ 0.60474583  0.53047118 -1.61525391],[5.21656011 5.14228545 2.99656036],[4.53364635]
39.01,[ 0.0133467  -0.06092795 -2.20665304],[ 0.60393089  0.52965623 -1.61606886],[5.29740914 5.22313449 3.0774094 ],[4.49971299]
39.063,[ 0.01075632 -0.06351834 -2.20924343],[ 0.60802646  0.5337518  -1.61197329],[5.30937468 5.23510002 3.08937493],[4.47050993]
39.111,[ 0.01182971 -0.06244494 -2.20817003],[ 0.60814868  0.53387402 -1.61185106],[5.2935862  5.21931154 3.07358645],[4.43813262]
39.16,[ 0.00466935 -0.06960531 -2.2153304 ],[ 0.60501122  0.53073656 -1.61498853],[5.30112124 5.22684658 3.08112149],[4.34858805]
39.212,[-0.00311727 -0.07739193 -2.22311702],[ 0.60580036  0.5315257  -1.61419939],[5.29767042 5.22339576 3.07767067],[4.34419377]
39.266,[-0.00807103 -0.08234569 -2.22807078],[ 0.60621037  0.53193571 -1.61378938],[5.28292902 5.20865436 3.06292927],[4.31320913]
39.314,[-0.01306527 -0.08733993 -2.23306502],[ 0.61108733  0.53681268 -1.60891241],[5.2666316  5.19235694 3.04663185],[4.31420433]
39.364,[-0.01559174 -0.0898664  -2.23559149],[ 0.60878601  0.53451135 -1.61121373],[5.23705942 5.16278477 3.01705968],[4.29340408]
39.408,[-0.01659263 -0.09086729 -2.23659238],[ 0.60837103  0.53409637 -1.61162872],[5.20263804 5.12836338 2.98263829],[4.30525757]
39.461,[-0.02083757 -0.09511223 -2.24083732],[ 0.61390415  0.53962949 -1.6060956 ],[5.16448003 5.09020537 2.94448028],[4.35153863]
39.509,[-0.02394006 -0.09821472 -2.24393981],[ 0.61332788  0.53905322 -1.60667187],[5.11905391 5.04477925 2.89905416],[4.4031193]
39.561,[-0.02292626 -0.09720092 -2.24292601],[ 0.60604178  0.53176712 -1.61395797],[5.06837436 4.9940997  2.84837461],[4.44235066]
39.614,[-0.02113717 -0.09541183 -2.24113691],[ 0.59671408  0.52243942 -1.62328566],[5.01851095 4.94423629 2.7985112 ],[4.47175188]
39.667,[-0.01960714 -0.0938818  -2.23960689],[ 0.59626873  0.52199407 -1.62373102],[4.96042316 4.8861485  2.74042341],[4.52626208]
39.716,[-0.01716331 -0.09143797 -2.23716306],[ 0.58966136  0.5153867  -1.63033839],[4.91631854 4.84204388 2.69631879],[4.56695305]
39.763,[-0.01322831 -0.08750297 -2.23322805],[ 0.56932336  0.4950487  -1.65067639],[4.86304376 4.7887691  2.64304401],[4.54697629]
39.812,[-0.01163206 -0.08590672 -2.23163181],[ 0.55268351  0.47840885 -1.66731624],[4.82770603 4.75343137 2.60770629],[4.52823735]
39.859,[-0.0127479  -0.08702256 -2.23274765],[ 0.53699061  0.46271595 -1.68300914],[4.77930602 4.70503137 2.55930628],[4.5072553]
39.913,[-0.01624165 -0.09051631 -2.23624139],[ 0.52033966  0.446065   -1.69966009],[4.7344129  4.66013824 2.51441316],[4.4862971]
39.959,[-0.01544512 -0.08971978 -2.23544487],[ 0.50212794  0.42785329 -1.7178718 ],[4.69543254 4.62115788 2.47543279],[4.43383036]
40.007,[-0.00854224 -0.08281689 -2.22854198],[ 0.48787846  0.4136038  -1.73212129],[4.66351675 4.58924209 2.443517  ],[4.36034163]
40.063,[-0.00497266 -0.07924732 -2.22497241],[ 0.47266514  0.39839048 -1.74733461],[4.62792262 4.55364796 2.40792288],[4.28704655]
40.114,[-0.00357437 -0.07784903 -2.22357412],[ 0.45999579  0.38572113 -1.76000396],[4.5974717  4.52319705 2.37747196],[4.21944172]
40.161,[-1.77772500e-03 -7.60523838e-02 -2.22177747e+00],[ 0.44973011  0.37545545 -1.77026964],[4.56073945 4.48646479 2.3407397 ],[4.15724955]
40.208,[ 1.06545396e-03 -7.32092049e-02 -2.21893429e+00],[ 0.44036603  0.36609137 -1.77963372],[4.53765574 4.46338108 2.31765599],[4.08193805]
40.264,[ 0.00248381 -0.07179084 -2.21751593],[ 0.43293535  0.35866069 -1.7870644 ],[4.49968651 4.42541185 2.27968676],[4.03222323]
40.308,[ 0.0044768  -0.06979786 -2.21552295],[ 0.42755354  0.35327888 -1.79244621],[4.46938348 4.39510882 2.24938373],[3.97021837]
40.368,[ 0.00950858 -0.06476608 -2.21049117],[ 0.41647093  0.34219627 -1.80352882],[4.43813208 4.36385742 2.21813233],[3.87110508]
40.417,[ 0.00618817 -0.06808649 -2.21381158],[ 0.42210291  0.34782825 -1.79789684],[4.4089087  4.33463404 2.18890895],[3.88649437]
40.463,[ 0.00503979 -0.06923487 -2.21495996],[ 0.42066199  0.34638733 -1.79933776],[4.38396574 4.30969108 2.16396599],[3.84769542]
40.509,[ 0.00231901 -0.07195565 -2.21768074],[ 0.42106582  0.34679116 -1.79893393],[4.35430276 4.2800281  2.13430302],[3.82264339]
40.56,[-1.09465876e-03 -7.53693176e-02 -2.22109441e+00],[ 0.42420501  0.34993035 -1.79579474],[4.32762255 4.2533479  2.10762281],[3.81495022]
40.613,[-0.0056378  -0.07991246 -2.22563755],[ 0.42846305  0.35418839 -1.7915367 ],[4.29936686 4.2250922  2.07936711],[3.81325229]
40.659,[-0.00942559 -0.08370025 -2.22942534],[ 0.43093723  0.35666257 -1.78906251],[4.27019662 4.19592196 2.05019687],[3.81244896]
40.712,[-0.01392938 -0.08820404 -2.23392913],[ 0.43520623  0.36093157 -1.78479352],[4.25909651 4.18482185 2.03909676],[3.82865995]
40.759,[-0.0183015  -0.09257616 -2.23830125],[ 0.4362638   0.36198914 -1.78373595],[4.23928745 4.16501279 2.0192877 ],[3.83260511]
40.82,[-0.01819333 -0.09246799 -2.23819308],[ 0.43508515  0.36081049 -1.7849146 ],[4.21924761 4.14497295 1.99924786],[3.79313647]
40.862,[-0.01878311 -0.09305777 -2.23878286],[ 0.43919381  0.36491915 -1.78080594],[4.19709455 4.12281989 1.9770948 ],[3.79137778]
40.914,[-0.01764858 -0.09192324 -2.23764833],[ 0.43948536  0.3652107  -1.78051439],[4.18106773 4.10679307 1.96106798],[3.74723509]
40.957,[-0.02229392 -0.09656857 -2.24229366],[ 0.43755991  0.36328525 -1.78243984],[4.15705733 4.08278267 1.93705759],[3.72193933]
41.011,[-0.02944611 -0.10372077 -2.24944586],[ 0.43661268  0.36233802 -1.78338707],[4.13304771 4.05877306 1.91304797],[3.72125206]
41.06,[-0.03442797 -0.10870263 -2.25442772],[ 0.43477468  0.36050002 -1.78522507],[4.10249844 4.02822378 1.88249869],[3.71875564]
41.112,[-0.03664463 -0.11091929 -2.25664437],[ 0.43270231  0.35842766 -1.78729743],[4.07391849 3.99964383 1.85391874],[3.71485532]
41.159,[-0.03773401 -0.11200867 -2.25773376],[ 0.42826731  0.35399265 -1.79173244],[4.05017941 3.97590476 1.83017967],[3.66912773]
41.216,[-0.03931042 -0.11358508 -2.25931017],[ 0.42656259  0.35228793 -1.79343716],[4.0220004  3.94772574 1.80200065],[3.66686098]
41.262,[-0.03901509 -0.11328975 -2.25901484],[ 0.42237952  0.34810486 -1.79762023],[3.99806659 3.92379193 1.77806684],[3.63776439]
41.311,[-0.0387467  -0.11302136 -2.25874645],[ 0.41737555  0.34310089 -1.8026242 ],[3.97228829 3.89801363 1.75228854],[3.60489704]
41.358,[-0.03642885 -0.11070351 -2.2564286 ],[ 0.40979375  0.3355191  -1.81020599],[3.95003799 3.87576333 1.73003824],[3.53673259]
41.412,[-0.03217824 -0.1064529  -2.25217799],[ 0.40090625  0.32663159 -1.8190935 ],[3.92553874 3.85126408 1.70553899],[3.428726]
41.464,[-0.02736975 -0.10164441 -2.2473695 ],[ 0.39084062  0.31656596 -1.82915913],[3.90282237 3.82854771 1.68282262],[3.30732428]
41.511,[-0.02094841 -0.09522307 -2.24094815],[ 0.38584561  0.31157095 -1.83415414],[3.87986673 3.80559207 1.65986698],[3.20250091]
41.559,[-0.02056485 -0.0948395  -2.24056459],[ 0.3766132   0.30233854 -1.84338655],[3.85633629 3.78206163 1.63633654],[3.11745231]
41.619,[-0.02203259 -0.09630724 -2.24203233],[ 0.36880386  0.2945292  -1.85119589],[3.83877492 3.76450026 1.61877518],[3.06264909]
41.666,[-0.00815637 -0.08243103 -2.22815612],[ 0.35937007  0.28509541 -1.86062968],[3.82401842 3.74974376 1.60401867],[2.95582501]
41.708,[-4.54235306e-04 -7.47288941e-02 -2.22045398e+00],[ 0.3518159   0.27754124 -1.86818385],[3.80912565 3.734851   1.58912591],[2.89701917]
41.759,[ 0.00721249 -0.06706216 -2.21278725],[ 0.34500037  0.27072571 -1.87499938],[3.79933981 3.72506515 1.57934006],[2.83933308]
41.809,[ 0.01433797 -0.05993669 -2.20566178],[ 0.33804823  0.26377357 -1.88195152],[3.78354187 3.70926721 1.56354212],[2.79533592]
41.857,[ 0.02089116 -0.0533835  -2.19910859],[ 0.33860161  0.26432695 -1.88139814],[3.7723597  3.69808505 1.55235996],[2.74903775]
41.91,[ 0.02627321 -0.04800145 -2.19372654],[ 0.33441575  0.26014109 -1.885584  ],[3.76024957 3.68597491 1.54024982],[2.71649784]
41.962,[ 0.0294678  -0.04480686 -2.19053195],[ 0.33571308  0.26143842 -1.88428667],[3.74702204 3.67274738 1.5270223 ],[2.68109095]
42.017,[ 0.03456004 -0.03971461 -2.1854397 ],[ 0.33516777  0.26089311 -1.88483198],[3.73231525 3.65804059 1.5123155 ],[2.64701522]
42.065,[ 0.03390877 -0.04036589 -2.18609097],[ 0.33663628  0.26236162 -1.88336346],[3.71733546 3.6430608  1.49733571],[2.61717682]
42.108,[ 0.03493573 -0.03933893 -2.18506402],[ 0.33633779  0.26206314 -1.88366195],[3.70461729 3.63034263 1.48461754],[2.58685218]
42.164,[ 0.03491432 -0.03936034 -2.18508543],[ 0.33526875  0.26099409 -1.884731  ],[3.69077128 3.61649662 1.47077153],[2.54524823]
